,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
235,Oregon State NCAA,32,19,13,.594,10.39,9.26,,9,9,,12,3,,4,7,,71.9,70.1,,40.0,25.3,57.6,.440,6.81,18.3,.371,14.4,21.5,.671,10.5,34.4,13.5,7.38,3.31,11.3,20.1
236,Oregon NCAA,38,31,7,.816,18.05,8.64,,14,4,,18,0,,5,5,,78.7,68.8,,40.1,27.4,58.7,.467,6.84,19.9,.343,17.1,23.8,.715,11.6,36.4,13.6,7.24,5.82,11.3,17.8
237,Pacific,28,8,20,.286,-3.57,2.35,,6,12,,6,8,,2,11,,69.6,71.8,,40.7,24.5,55.7,.439,6.79,20.6,.330,13.9,20.5,.675,10.1,35.5,12.9,4.46,2.54,13.7,22.8
238,Penn State,32,16,16,.500,3.17,6.95,,7,11,,11,4,,3,8,,65.8,69.6,,40.3,22.9,56.2,.407,6.59,20.8,.317,13.5,19.4,.696,10.4,34.7,10.1,5.19,4.41,11.3,20.1
239,Pennsylvania,28,11,17,.393,-6.18,-2.15,,5,9,,9,6,,2,11,,68.3,71.9,,40.4,24.5,57.4,.427,7.14,23.5,.304,12.2,18.1,.671,10.3,35.8,13.6,5.21,2.68,13.3,18.3
240,Pepperdine,32,18,14,.563,2.33,1.68,,10,8,,10,3,,6,8,,73.4,71.5,,40.6,26.3,58.2,.451,5.06,14.7,.345,15.8,23.6,.672,11.0,36.9,14.3,5.84,2.91,11.2,18.6
241,Pittsburgh NCAA,33,21,12,.636,15.47,8.75,,9,9,,15,4,,3,6,,75.0,67.3,,40.3,26.6,58.2,.458,6.18,17.8,.346,15.6,20.8,.752,12.6,38.1,16.6,4.91,3.67,11.6,17.6
242,Portland State,31,13,18,.419,-8.15,-5.94,,8,10,,8,6,,4,11,,77.7,77.7,,40.0,29.3,61.4,.477,5.39,16.7,.322,13.7,20.8,.659,10.6,35.4,17.0,8.48,3.61,12.6,19.0
243,Portland,32,12,20,.375,-2.21,0.56,,6,12,,8,7,,3,9,,77.6,79.8,,40.2,27.1,62.9,.431,9.03,24.6,.367,14.3,19.8,.724,11.5,35.3,13.3,6.50,4.00,12.2,21.8
244,Prairie View,31,7,24,.226,-17.43,-6.82,,7,11,,4,6,,3,16,,60.4,71.0,,40.0,21.2,55.7,.380,4.10,15.1,.272,13.9,20.3,.686,11.5,32.2,8.68,7.71,2.71,15.0,22.3
245,Presbyterian,31,11,20,.355,-13.38,-4.98,,5,13,,7,8,,3,11,,67.5,72.9,,40.2,24.3,56.2,.433,4.77,16.2,.295,14.1,19.8,.711,9.61,33.8,11.3,6.65,1.94,14.2,19.2
246,Princeton,29,22,7,.759,7.17,-1.72,,12,2,,13,0,,9,6,,79.1,68.6,,40.5,27.6,59.5,.464,9.72,25.4,.383,14.2,20.0,.712,9.93,36.9,14.9,7.10,3.59,11.4,17.3
247,Providence NCAA,35,24,11,.686,11.94,8.46,,10,8,,13,4,,7,4,,73.6,70.1,,40.4,25.2,59.8,.421,7.11,22.2,.321,16.2,22.3,.725,11.5,36.1,15.7,6.54,3.51,11.3,16.9
248,Purdue NCAA,35,26,9,.743,20.17,7.46,,12,6,,17,1,,5,5,,77.9,65.2,,40.4,27.4,58.3,.470,7.66,20.9,.367,15.4,20.7,.744,11.6,41.2,17.6,4.20,4.71,12.0,17.3
249,Quinnipiac,30,9,21,.300,-10.38,-4.98,,6,14,,6,8,,3,11,,65.6,71.0,,40.5,23.3,63.2,.368,7.63,22.4,.341,11.5,17.7,.647,16.6,43.3,12.6,4.87,4.70,15.3,20.4
250,Radford,31,16,15,.516,-5.17,-3.45,,9,9,,8,6,,7,7,,73.1,72.5,,41.0,27.2,60.8,.448,7.29,21.2,.343,11.4,17.5,.651,13.2,37.9,13.2,5.90,4.45,13.4,18.7
251,Rhode Island,32,17,15,.531,7.92,3.29,,9,9,,13,4,,3,9,,69.4,64.8,,40.5,24.4,55.1,.444,6.66,18.3,.365,13.8,20.7,.669,10.5,34.9,12.2,5.31,4.97,11.5,18.9
252,Rice,32,12,20,.375,-8.80,-2.70,,7,11,,9,8,,3,11,,75.8,80.5,,40.2,25.4,56.2,.452,7.13,22.4,.318,17.9,24.2,.741,9.19,32.9,13.1,6.41,2.78,13.1,17.6
253,Richmond,32,16,16,.500,7.28,4.56,,7,11,,9,7,,5,7,,76.6,73.8,,40.5,27.8,57.8,.482,7.50,21.1,.356,13.4,20.4,.660,7.84,31.9,16.6,6.56,2.31,10.2,19.1
254,Rider,33,13,20,.394,-5.00,-3.60,,8,12,,7,6,,4,12,,66.0,67.4,,40.6,23.3,54.6,.427,6.18,19.6,.315,13.2,19.3,.682,10.0,35.5,12.6,5.73,3.76,12.8,17.8
255,Robert Morris,32,10,22,.313,-13.53,-7.75,,8,10,,4,8,,5,14,,65.1,70.8,,40.2,23.2,55.6,.416,5.56,20.2,.276,13.2,19.8,.667,9.47,32.6,12.5,8.28,3.97,14.2,17.3
256,Rutgers,32,7,25,.219,-7.06,6.43,,1,17,,7,11,,0,11,,67.7,80.3,,40.5,24.5,58.7,.418,5.03,15.7,.320,13.6,20.0,.680,9.81,34.8,11.8,6.09,3.53,13.8,17.6
257,Sacramento State,31,14,17,.452,-8.63,-5.32,,6,12,,10,5,,3,11,,71.3,72.2,,40.2,25.5,57.5,.443,6.74,19.9,.338,13.6,20.2,.671,9.74,35.9,14.0,5.65,4.19,11.8,20.4
258,Sacred Heart,30,12,18,.400,-13.01,-9.05,,11,7,,6,5,,5,13,,73.9,77.9,,40.3,26.2,59.8,.437,5.63,18.1,.311,15.9,23.2,.688,12.6,37.6,12.1,6.33,2.57,14.7,20.8
259,Saint Francis (PA),30,13,17,.433,-12.57,-9.06,,9,9,,8,6,,5,11,,70.3,72.7,,40.3,23.9,56.7,.421,7.27,20.2,.359,15.3,22.1,.695,11.6,36.4,11.9,4.67,3.17,12.6,17.2
260,Saint Joseph's NCAA,36,28,8,.778,12.10,4.93,,13,5,,12,4,,10,2,,77.2,70.1,,40.1,27.1,59.8,.453,6.97,21.3,.327,16.0,22.4,.716,10.1,38.3,14.8,5.11,3.31,9.86,16.2
261,Saint Louis,32,11,21,.344,-2.73,3.49,,5,13,,7,11,,3,8,,65.8,72.0,,40.3,22.6,53.9,.419,6.22,19.0,.328,14.3,20.4,.703,7.19,32.7,13.3,5.47,2.06,13.6,20.2
262,Saint Mary's (CA),35,29,6,.829,13.60,1.24,,15,3,,20,1,,7,4,,73.6,60.9,,40.0,27.2,53.9,.504,8.66,21.3,.406,10.6,15.4,.688,8.86,35.0,16.7,4.83,3.40,9.57,15.4
263,Saint Peter's,30,14,16,.467,-5.00,-4.30,,12,8,,9,5,,5,10,,65.5,66.2,,40.3,23.3,55.3,.422,6.10,18.7,.327,12.8,19.4,.658,10.7,36.7,11.9,5.47,3.20,13.1,17.6
264,Sam Houston State,34,18,16,.529,-6.06,-6.50,,12,6,,10,5,,6,9,,75.0,71.4,,40.3,25.8,59.2,.435,7.76,22.8,.341,15.7,22.6,.698,11.2,37.1,16.9,5.53,1.68,11.8,21.8
265,Samford,33,14,19,.424,-5.94,-4.49,,4,14,,6,7,,5,11,,73.9,74.0,,40.8,25.6,56.3,.455,5.36,16.6,.323,17.4,24.2,.718,10.5,34.6,13.2,6.85,3.42,13.8,20.9
266,San Diego State,38,28,10,.737,11.89,4.33,,16,2,,16,4,,9,2,,68.6,60.6,,40.3,23.3,55.3,.421,5.84,18.1,.323,16.1,23.5,.687,11.9,38.8,10.7,5.53,5.45,12.3,17.1
267,San Diego,30,9,21,.300,-7.78,1.42,,4,14,,6,7,,1,11,,60.7,69.1,,40.0,21.0,53.8,.390,6.40,22.4,.285,12.3,18.6,.662,9.63,33.2,10.9,4.63,3.93,13.7,21.3
268,San Francisco,30,15,15,.500,-2.92,-0.68,,8,10,,10,7,,5,7,,77.6,78.7,,40.7,26.9,61.3,.439,7.77,22.0,.354,16.0,23.6,.678,12.9,39.4,12.4,5.40,2.93,12.6,20.6
269,San Jose State,31,9,22,.290,-5.79,1.35,,4,14,,7,7,,1,13,,70.5,73.9,,40.2,24.4,57.5,.424,6.84,22.3,.307,14.9,22.6,.659,10.5,36.5,14.5,6.00,3.87,13.9,22.2
270,Santa Clara,31,11,20,.355,-4.67,1.86,,7,11,,7,8,,3,9,,67.2,73.3,,40.8,23.0,56.2,.410,7.48,21.8,.344,13.7,19.1,.718,9.00,33.8,12.4,4.32,2.68,11.3,19.8
271,Savannah State,32,16,16,.500,-15.39,-8.59,,9,7,,12,3,,2,12,,62.3,67.7,,40.2,20.8,52.7,.396,6.38,20.2,.315,14.1,21.4,.659,9.28,31.9,10.3,6.28,2.63,14.8,19.8
272,Seattle,32,15,17,.469,-9.62,-5.02,,7,7,,10,8,,3,8,,64.8,66.9,,40.2,23.0,54.1,.424,6.16,17.2,.358,12.7,19.1,.665,11.4,36.7,13.0,6.03,1.59,15.8,18.3
273,Seton Hall NCAA,34,25,9,.735,14.66,8.28,,12,6,,13,3,,7,4,,74.2,67.8,,40.1,26.2,58.8,.446,6.06,17.5,.347,15.6,23.8,.658,12.9,39.9,13.4,7.38,4.56,13.8,18.7
274,Siena,34,21,13,.618,1.73,-3.19,,13,7,,12,3,,7,9,,78.2,73.3,,40.7,27.3,58.6,.466,6.32,17.2,.368,17.2,23.9,.722,13.4,40.1,14.5,6.18,4.56,16.1,21.0
275,South Alabama,33,14,19,.424,-8.18,-2.02,,8,12,,8,6,,4,11,,69.2,73.5,,40.8,23.8,58.1,.409,6.45,20.0,.323,15.2,22.6,.673,11.8,37.2,10.6,6.70,4.00,14.6,20.1
276,South Carolina State,34,19,15,.559,-9.99,-8.24,,12,4,,10,1,,6,12,,73.1,73.1,,40.0,26.0,57.5,.453,5.91,17.3,.341,15.1,21.1,.718,10.1,33.7,12.7,4.59,2.76,11.8,19.3
277,South Carolina Upstate,32,10,22,.313,-13.78,-4.39,,4,10,,7,10,,3,12,,72.3,78.0,,40.3,26.9,59.8,.449,6.81,20.0,.341,11.8,18.4,.639,13.0,38.4,15.1,5.47,3.31,14.0,19.5
278,South Carolina,34,25,9,.735,12.01,5.83,,11,7,,16,3,,5,5,,76.0,69.3,,40.3,25.9,60.0,.432,6.35,18.1,.352,17.7,26.0,.683,13.9,40.4,13.6,6.76,4.44,13.6,19.8
279,South Dakota State NCAA,34,26,8,.765,5.44,-1.22,,12,4,,13,0,,8,7,,76.2,68.1,,40.0,25.8,57.4,.450,7.50,21.0,.357,17.1,23.0,.743,11.2,37.6,11.2,4.97,2.47,11.7,19.7
280,South Dakota,32,14,18,.438,-5.58,-0.88,,5,11,,6,6,,5,10,,76.3,79.3,,40.8,28.5,61.1,.467,6.28,17.7,.356,13.1,18.6,.701,9.03,33.7,15.4,6.53,3.53,12.1,20.7
281,South Florida,33,8,25,.242,-2.85,5.24,,4,14,,4,14,,3,9,,63.2,71.3,,40.0,23.5,56.1,.418,4.03,14.1,.286,12.2,18.5,.660,12.5,38.5,10.0,4.55,5.33,14.7,17.8
282,Southeast Missouri State,29,5,24,.172,-16.05,-3.43,,2,14,,3,10,,2,14,,67.0,77.7,,40.2,24.1,59.0,.409,5.31,17.7,.300,13.5,21.1,.641,11.2,35.2,12.3,7.52,1.59,13.9,17.7
283,Southeastern Louisiana,33,12,21,.364,-13.61,-7.55,,9,9,,9,3,,2,15,,71.0,75.4,,40.2,25.2,55.5,.453,7.30,19.6,.372,13.4,21.0,.635,10.2,34.5,14.3,6.39,2.70,15.3,20.8
284,Southern California NCAA,34,21,13,.618,13.52,7.64,,9,9,,16,2,,3,7,,80.5,74.6,,40.6,28.9,62.9,.459,7.82,20.2,.387,14.9,22.1,.676,11.8,39.3,14.8,6.32,5.32,12.2,17.4
285,SIU Edwardsville,28,6,22,.214,-10.78,-2.60,,3,13,,3,11,,3,11,,65.7,73.9,,40.4,22.6,56.8,.398,5.64,18.5,.304,14.8,21.0,.704,12.1,35.8,10.8,4.93,4.00,13.5,22.1
286,Southern Illinois,32,22,10,.688,2.79,-1.30,,11,7,,12,4,,9,4,,73.8,69.7,,40.3,25.9,57.1,.453,6.63,19.3,.343,15.4,22.4,.685,11.2,35.5,11.6,7.25,1.97,13.7,21.4
287,Southern Methodist,30,25,5,.833,18.42,4.56,,13,5,,16,1,,7,4,,77.3,63.4,,40.0,28.6,57.6,.497,6.47,15.4,.420,13.6,19.5,.700,13.2,39.4,17.6,6.07,4.57,12.4,15.7
288,Southern Mississippi,29,8,21,.276,-10.58,-3.66,,5,13,,6,9,,2,12,,64.3,70.5,,40.7,21.1,51.6,.409,8.86,24.9,.356,13.3,18.6,.713,7.86,31.7,12.2,5.38,2.17,13.4,18.7
289,Southern Utah,30,6,24,.200,-17.36,-4.22,,3,15,,3,10,,3,13,,68.0,81.0,,40.3,23.6,54.0,.436,6.67,18.3,.364,14.2,19.9,.712,7.93,30.9,11.3,5.43,2.63,12.7,20.1
290,Southern NCAA,35,22,13,.629,-7.68,-9.37,,11,7,,12,1,,6,10,,72.4,68.7,,40.0,26.0,58.5,.444,6.03,17.4,.346,14.4,21.5,.670,10.4,35.9,10.9,7.37,3.51,11.2,19.4
291,St. Bonaventure,31,22,9,.710,6.55,1.87,,14,4,,14,3,,8,5,,77.7,73.0,,40.3,26.2,58.9,.445,8.26,22.2,.373,17.1,22.1,.773,11.1,35.5,13.5,5.94,4.26,11.5,19.4
292,St. Francis (NY),32,15,17,.469,-11.24,-9.24,,11,7,,9,5,,6,11,,65.5,66.6,,40.3,22.2,55.8,.397,7.50,24.3,.309,13.6,20.4,.667,12.2,37.0,11.6,5.97,5.03,13.8,18.8
293,St. John's (NY),32,8,24,.250,-1.90,7.94,,1,17,,6,10,,0,10,,67.9,77.3,,40.0,23.7,58.3,.406,6.44,19.8,.325,14.2,22.3,.636,10.8,35.7,12.9,6.31,5.47,15.3,21.3
294,Stanford,30,15,15,.500,8.06,10.41,,8,10,,12,5,,2,8,,69.6,70.4,,40.3,23.5,55.1,.426,5.73,17.9,.320,16.9,24.7,.685,10.9,34.3,11.7,6.77,3.13,11.8,20.0
295,Stephen F. Austin NCAA,34,28,6,.824,9.23,-5.47,,18,0,,14,0,,9,4,,80.2,63.3,,40.0,28.6,59.8,.478,7.91,21.8,.363,15.1,20.6,.735,11.9,34.9,18.7,9.12,3.59,12.1,20.6
296,Stetson,34,12,22,.353,-10.78,-4.35,,4,10,,6,8,,5,13,,80.3,82.6,,40.9,28.3,62.5,.453,8.29,22.7,.365,15.4,21.3,.721,9.74,35.7,15.3,6.32,2.44,12.3,18.1
297,Stony Brook NCAA,33,26,7,.788,3.75,-5.28,,14,2,,15,1,,11,5,,76.2,64.1,,40.2,28.3,60.4,.468,6.67,18.1,.368,13.0,19.3,.673,12.9,39.8,16.4,6.18,4.55,11.5,15.8
298,Syracuse NCAA,37,23,14,.622,14.62,9.75,,9,9,,13,4,,3,7,,70.0,65.1,,40.4,23.9,56.2,.425,8.51,23.7,.360,13.7,19.9,.688,12.0,35.6,13.3,8.11,4.38,11.9,16.2
299,Temple NCAA,33,21,12,.636,7.69,6.57,,14,4,,11,3,,8,4,,68.7,67.6,,40.8,24.9,61.2,.407,7.73,22.9,.337,11.2,16.3,.684,11.2,37.1,13.5,5.24,3.12,9.24,16.2
300,Tennessee-Martin,35,20,15,.571,-5.57,-4.72,,10,6,,11,2,,8,10,,73.0,71.3,,40.6,25.4,57.1,.444,7.83,22.5,.347,14.4,20.3,.709,10.6,36.5,12.1,5.80,2.00,12.2,17.4
301,Tennessee State,31,20,11,.645,-1.81,-5.30,,11,5,,11,3,,7,7,,73.3,68.8,,40.6,25.6,56.8,.452,5.58,16.7,.335,16.5,23.7,.695,11.4,37.1,10.6,8.06,3.65,13.7,20.6
302,Tennessee Tech,31,19,12,.613,-3.21,-3.66,,11,5,,14,1,,5,9,,77.9,75.5,,40.2,25.5,55.8,.458,8.58,23.6,.364,18.3,24.6,.743,9.39,35.5,14.3,5.13,3.84,12.4,19.4
303,Tennessee,34,15,19,.441,7.80,7.86,,6,12,,12,4,,1,11,,75.1,75.2,,40.0,26.2,62.2,.421,7.38,22.6,.327,15.4,21.2,.725,12.6,38.0,13.5,5.29,4.59,11.2,19.5
304,Texas A&M-Corpus Christi,33,25,8,.758,-3.18,-5.44,,15,3,,13,1,,10,6,,73.6,69.9,,40.0,25.4,58.1,.437,6.52,19.1,.341,16.3,22.1,.738,11.3,35.1,12.8,9.27,4.52,12.7,21.2
305,Texas A&M NCAA,37,28,9,.757,18.45,8.45,,13,5,,17,1,,5,5,,76.4,66.4,,40.5,26.8,59.7,.449,7.59,22.3,.341,15.3,22.7,.672,12.9,39.5,16.5,7.03,3.59,11.7,18.1
306,Texas-Arlington,35,24,11,.686,5.02,-3.42,,13,7,,13,2,,10,8,,78.9,69.1,,40.4,27.3,64.3,.425,8.77,26.9,.326,15.5,22.3,.696,14.9,43.7,16.9,7.46,2.83,13.8,20.9
307,Texas Christian,33,12,21,.364,4.07,8.62,,2,16,,9,9,,1,10,,66.9,71.5,,40.0,22.2,54.8,.406,5.67,16.9,.335,16.8,25.0,.671,10.8,33.7,11.6,6.45,3.82,14.5,20.5
308,Texas-El Paso,33,19,14,.576,-3.81,-4.93,,10,8,,14,4,,2,9,,77.4,74.9,,40.5,27.2,58.4,.465,6.76,18.7,.361,16.3,24.5,.666,9.06,36.3,15.5,5.97,3.52,12.6,20.4
309,Texas-Rio Grande Valley,30,8,22,.267,-17.88,-4.25,,4,10,,7,6,,1,13,,66.4,77.7,,40.0,23.9,57.1,.418,7.07,21.1,.335,11.6,17.3,.671,8.57,33.5,15.3,4.77,3.03,12.5,17.9
310,Texas-San Antonio,32,5,27,.156,-16.36,-3.36,,3,15,,4,10,,1,14,,72.4,84.3,,40.3,24.9,59.8,.416,6.88,21.6,.318,15.8,22.5,.702,10.2,33.9,11.4,6.44,2.50,13.6,21.9
311,Texas Southern,33,18,15,.545,-4.64,-6.94,,16,2,,9,0,,7,13,,72.8,70.5,,40.0,25.7,56.2,.458,6.73,19.9,.338,14.7,23.3,.631,12.4,37.8,14.2,4.42,3.06,13.2,15.3
312,Texas State,31,15,16,.484,-5.36,-4.29,,8,12,,10,4,,4,11,,66.0,64.3,,40.3,23.5,54.6,.430,4.81,14.8,.325,14.3,21.2,.673,10.8,34.3,11.8,6.10,3.10,11.9,18.6
313,Texas Tech NCAA,32,19,13,.594,12.41,10.25,,9,9,,14,3,,3,7,,72.0,69.9,,40.5,24.5,54.8,.448,5.78,16.7,.346,17.2,23.2,.742,10.2,33.9,13.1,5.94,4.19,12.0,18.4
314,Texas NCAA,33,20,13,.606,14.80,11.71,,11,7,,14,3,,5,5,,71.4,68.3,,40.3,24.7,57.1,.432,7.03,20.6,.341,15.0,22.5,.666,11.0,34.5,11.4,5.06,4.36,10.3,20.8
315,Toledo,32,17,15,.531,2.96,-2.36,,8,10,,9,6,,6,8,,77.6,71.4,,40.0,27.0,58.8,.460,8.22,22.6,.364,15.3,20.5,.747,9.56,36.3,16.3,5.22,1.97,11.7,17.3
316,Towson,33,20,13,.606,-0.06,-1.57,,11,7,,12,3,,7,6,,71.5,67.5,,40.3,24.4,57.2,.426,5.52,17.4,.317,17.2,25.5,.674,14.3,39.2,11.2,6.15,4.70,12.2,20.5
317,Troy,31,9,22,.290,-9.21,-2.07,,4,16,,4,10,,4,10,,69.2,75.1,,40.3,23.9,58.6,.407,6.71,21.8,.308,14.7,23.0,.641,11.3,36.5,11.3,5.97,2.84,12.1,18.8
318,Tulane,34,12,22,.353,-0.85,3.79,,3,15,,6,10,,2,10,,65.9,70.5,,40.9,23.6,59.4,.397,6.35,21.1,.300,12.4,18.3,.676,12.2,37.3,10.9,6.41,3.85,13.3,19.1
319,Tulsa NCAA,32,20,12,.625,9.79,5.76,,12,6,,12,3,,6,5,,73.6,69.6,,40.3,25.7,57.8,.444,6.84,21.0,.326,15.5,22.8,.677,10.1,35.1,13.6,6.75,2.75,10.8,17.6
320,UCLA,32,15,17,.469,10.48,9.69,,6,12,,11,6,,3,7,,77.5,76.7,,40.5,28.6,63.0,.454,6.25,17.2,.363,14.1,20.3,.691,12.3,39.6,15.7,5.47,3.44,12.3,18.6
321,Utah State,31,16,15,.516,2.68,2.06,,7,11,,10,6,,5,8,,73.4,71.5,,40.0,25.9,57.4,.451,8.29,22.4,.370,13.3,19.3,.692,10.3,35.7,14.6,5.52,2.61,12.0,17.6
322,Utah Valley,30,12,18,.400,-9.58,-3.58,,6,8,,7,7,,5,9,,76.0,78.7,,40.3,26.2,61.1,.428,8.53,24.3,.351,15.1,20.9,.723,9.23,36.7,14.5,5.87,3.17,13.3,20.9
323,Utah NCAA,36,27,9,.750,15.50,8.79,,13,5,,16,1,,5,5,,77.2,69.5,,40.6,27.1,55.6,.489,7.58,20.7,.366,15.3,21.2,.721,9.64,37.1,15.5,5.53,4.14,12.5,15.3
324,Valparaiso,37,30,7,.811,10.71,0.02,,16,2,,17,1,,12,4,,75.2,62.8,,40.3,26.1,58.9,.443,8.05,22.4,.359,15.0,20.8,.723,12.6,41.4,14.2,6.65,4.73,12.9,19.8
325,Vanderbilt NCAA,33,19,14,.576,17.20,8.68,,11,7,,14,2,,3,9,,75.9,67.4,,40.3,26.0,56.9,.456,8.27,21.6,.382,15.7,22.6,.695,9.48,38.6,14.8,4.21,5.52,11.7,19.2
326,Vermont,37,23,14,.622,-1.51,-4.73,,11,5,,13,3,,9,10,,75.0,70.6,,40.0,26.6,55.4,.481,6.89,18.0,.383,14.8,20.9,.709,9.27,35.7,13.4,5.73,4.35,13.2,19.4
327,Villanova NCAA,40,35,5,.875,24.08,9.71,,16,2,,15,1,,10,2,,78.0,63.6,,40.1,27.1,56.2,.483,8.68,24.0,.362,15.0,19.1,.782,8.78,34.6,15.9,7.05,3.40,11.0,17.0
328,Virginia Commonwealth NCAA,36,25,11,.694,13.83,4.35,,14,4,,15,2,,7,4,,77.3,67.8,,40.3,28.1,62.2,.451,7.28,20.7,.352,13.9,20.0,.692,12.4,37.4,14.3,8.58,3.75,11.3,19.6
329,VMI,30,9,21,.300,-12.96,-3.15,,4,14,,8,6,,1,14,,69.4,75.5,,40.2,24.3,59.0,.412,8.77,26.1,.336,12.0,16.6,.723,9.67,33.2,11.0,6.13,4.20,13.2,19.5
330,Virginia Tech,35,20,15,.571,9.93,7.53,,10,8,,14,5,,4,7,,75.0,72.6,,40.7,25.0,55.8,.449,5.71,16.4,.348,19.2,27.5,.697,10.6,35.1,12.2,5.37,3.57,12.8,19.2
331,Virginia NCAA,37,29,8,.784,22.04,11.12,,13,5,,15,0,,5,6,,71.0,60.1,,40.1,26.1,53.1,.491,6.05,15.1,.402,12.8,17.0,.752,8.73,32.1,14.9,5.38,3.22,9.32,16.1
332,Wagner,34,23,11,.676,-4.79,-9.52,,13,5,,13,4,,10,7,,70.3,65.0,,40.1,25.2,59.4,.424,5.97,18.1,.329,13.9,19.6,.713,13.9,39.6,13.3,6.97,4.00,13.4,21.9
333,Wake Forest,31,11,20,.355,5.53,10.53,,2,16,,6,9,,3,9,,74.0,79.0,,40.3,25.6,58.2,.440,6.29,19.9,.316,16.6,25.1,.660,12.2,38.3,14.0,5.94,4.45,14.5,20.9
334,Washington State,31,9,22,.290,0.50,7.97,,1,17,,8,9,,0,10,,70.5,77.2,,40.6,26.0,56.8,.457,5.94,17.1,.347,12.7,17.8,.713,7.97,33.8,13.5,5.00,4.32,14.2,19.8
335,Washington,34,19,15,.559,11.21,8.12,,9,9,,13,5,,3,7,,83.9,80.8,,40.7,28.4,66.6,.426,7.32,22.1,.331,19.9,27.4,.725,13.9,40.0,14.4,7.59,6.53,13.8,23.9
336,Weber State NCAA,35,26,9,.743,0.18,-5.13,,15,3,,13,1,,6,7,,76.1,67.0,,40.6,25.9,53.9,.482,8.31,22.4,.371,15.9,23.5,.676,8.57,37.0,13.6,5.00,3.40,13.2,17.5
337,West Virginia NCAA,35,26,9,.743,21.61,9.78,,13,5,,13,2,,7,4,,78.5,66.7,,40.3,26.9,60.1,.449,5.97,18.4,.325,18.7,27.8,.673,15.9,39.4,14.6,9.80,2.66,14.2,23.4
338,Western Carolina,34,16,18,.471,-4.98,-1.53,,10,8,,12,2,,3,15,,72.9,73.2,,40.7,25.0,58.6,.427,7.12,21.5,.332,15.7,22.4,.704,11.9,36.5,12.6,8.09,3.24,14.3,20.7
339,Western Illinois,27,10,17,.370,-6.20,-1.32,,3,13,,7,6,,3,11,,70.5,70.9,,40.0,25.0,56.3,.444,7.04,18.1,.388,13.4,18.6,.721,8.63,35.1,13.4,6.04,3.30,12.3,20.6
340,Western Kentucky,34,18,16,.529,-1.29,-0.89,,8,10,,12,4,,3,9,,77.1,76.1,,40.7,27.2,57.9,.470,6.85,18.9,.362,15.8,22.6,.699,11.9,38.6,13.6,4.44,4.09,13.2,17.9
341,Western Michigan,32,13,19,.406,-2.07,0.06,,7,11,,10,5,,2,12,,73.2,73.5,,40.9,24.6,57.0,.431,6.16,17.8,.346,17.9,25.2,.712,11.2,37.2,11.9,5.72,2.50,12.5,19.8
342,Wichita State NCAA,35,26,9,.743,17.39,4.24,,16,2,,14,1,,9,3,,72.4,59.0,,40.3,24.8,57.8,.429,7.14,22.0,.324,15.7,21.9,.717,11.7,37.3,14.0,7.29,3.57,9.89,20.1
343,William & Mary,31,20,11,.645,5.57,1.30,,11,7,,12,3,,7,7,,76.9,71.1,,40.3,27.2,56.6,.480,7.77,21.0,.370,14.7,20.5,.719,8.32,36.8,16.2,5.48,4.26,10.7,16.5
344,Winthrop,32,23,9,.719,-1.42,-5.70,,13,5,,14,1,,7,7,,82.2,75.9,,40.0,27.8,58.4,.476,8.91,24.0,.371,17.7,23.6,.749,9.09,36.3,11.8,5.44,5.47,12.6,18.8
345,Wisconsin NCAA,35,22,13,.629,13.40,9.40,,12,6,,13,5,,6,5,,67.8,63.8,,40.3,23.3,54.8,.426,6.54,18.7,.349,14.6,20.8,.703,11.4,35.1,11.4,5.86,3.26,11.0,16.8
346,Wofford,32,15,17,.469,-3.75,-2.35,,11,7,,11,2,,4,14,,71.8,71.7,,40.5,24.1,53.9,.447,8.44,20.7,.408,15.1,20.2,.750,8.56,31.7,14.7,5.09,1.75,11.8,19.0
347,Wright State,35,22,13,.629,0.18,-1.76,,13,5,,13,2,,5,9,,68.5,65.8,,40.1,24.5,54.7,.447,7.31,19.6,.373,12.3,17.7,.694,6.63,31.3,13.7,5.51,2.14,11.3,22.0
348,Wyoming,32,14,18,.438,0.09,2.19,,7,11,,10,6,,4,8,,68.5,71.9,,40.5,21.5,49.1,.439,9.59,25.9,.370,15.9,22.2,.715,5.47,30.9,11.6,3.94,2.56,10.8,18.2
349,Xavier NCAA,34,28,6,.824,18.58,8.43,,14,4,,15,1,,8,3,,80.5,70.4,,40.0,27.3,60.4,.452,7.50,20.6,.363,18.4,25.2,.730,12.8,40.8,16.1,7.24,2.97,12.6,19.9
350,Yale NCAA,30,23,7,.767,9.08,-1.03,,13,1,,12,0,,9,6,,74.9,63.8,,40.2,26.5,56.4,.470,6.33,17.4,.363,15.6,23.3,.670,13.6,40.3,15.1,5.67,4.57,13.3,17.7
351,Youngstown State,32,11,21,.344,-10.86,-0.86,,6,12,,6,8,,3,11,,76.2,83.8,,40.8,27.2,63.2,.430,8.03,22.0,.365,13.8,19.3,.711,8.84,33.8,14.6,6.84,2.50,12.1,17.8
