,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
117,High Point,31,16,15,.516,-8.23,-5.23,,12,4,,10,3,,6,11,,71.1,72.7,,40.2,25.8,54.8,.472,6.03,15.6,.386,13.4,18.0,.742,9.65,31.8,14.7,5.94,3.48,12.0,17.2
118,Hofstra,33,10,23,.303,-6.56,-1.89,,5,11,,7,8,,1,13,,68.5,73.2,,40.2,22.7,54.2,.419,6.94,20.8,.334,16.1,24.4,.659,12.7,36.2,10.8,4.82,3.21,12.3,19.6
119,Holy Cross,34,20,14,.588,-1.58,-3.28,,12,6,,8,5,,10,7,,67.0,65.3,,40.3,22.7,52.8,.430,6.38,18.1,.353,15.2,20.8,.732,9.94,32.9,11.4,6.09,3.97,11.7,17.0
120,Houston Baptist,31,6,25,.194,-17.39,-5.39,,2,16,,5,8,,1,15,,67.5,76.5,,40.3,23.8,55.9,.425,5.06,14.7,.344,14.8,21.7,.682,11.3,35.8,12.4,5.06,2.16,15.6,21.4
121,Houston,33,17,16,.515,2.68,4.62,,8,10,,12,4,,3,9,,71.1,73.0,,40.2,25.2,55.5,.454,6.42,17.5,.367,14.2,21.2,.667,10.9,34.6,14.7,5.42,5.52,12.8,18.3
122,Howard,33,8,25,.242,-16.77,-5.22,,5,11,,4,6,,2,17,,61.2,71.0,,40.5,19.4,51.2,.378,5.30,15.7,.337,17.2,25.3,.679,11.7,33.2,7.91,6.27,3.97,16.4,22.0
123,Idaho State,29,11,18,.379,-6.42,-4.72,,8,12,,9,4,,2,13,,70.8,70.2,,40.5,23.9,53.3,.449,5.72,15.6,.366,17.2,24.2,.713,12.0,34.9,11.8,7.24,2.69,12.4,18.1
124,Idaho,34,16,18,.471,-6.42,-3.72,,7,9,,7,6,,5,9,,72.4,74.6,,40.4,24.5,54.9,.447,6.35,17.9,.355,17.0,24.8,.688,10.5,34.1,11.3,4.29,1.71,11.4,20.6
125,Illinois-Chicago,31,6,25,.194,-7.17,0.63,,1,15,,2,12,,2,11,,66.8,72.5,,40.0,23.0,54.7,.421,5.55,16.9,.328,15.2,21.3,.714,10.8,34.0,11.2,5.52,1.77,12.5,21.7
126,Illinois State,34,18,16,.529,1.08,1.77,,9,9,,14,3,,3,11,,68.3,68.5,,40.4,22.6,55.5,.407,7.18,23.0,.312,16.0,22.8,.704,9.94,34.7,12.0,7.71,4.71,12.4,20.5
127,Illinois,35,20,15,.571,10.33,8.28,,7,11,,10,6,,6,7,,64.2,62.2,,40.1,22.8,55.5,.411,6.00,18.9,.317,12.7,17.3,.733,10.7,33.7,10.0,6.14,3.63,10.4,16.8
128,Incarnate Word,27,21,6,.778,-8.47,-10.74,,9,5,,14,1,,7,5,,82.1,71.7,,40.2,28.6,58.6,.488,7.52,19.3,.389,17.4,25.5,.685,11.1,39.6,15.8,6.56,4.26,13.9,17.8
129,Indiana State,34,23,11,.676,3.29,1.19,,12,6,,11,2,,8,7,,71.1,68.5,,40.0,23.9,53.2,.450,6.44,18.5,.348,16.7,23.1,.723,8.94,33.2,12.9,5.82,3.44,11.2,19.0
130,Indiana,32,17,15,.531,11.32,6.64,,7,11,,14,4,,2,8,,72.3,67.6,,40.2,24.4,54.4,.448,5.50,16.0,.344,18.0,24.7,.730,12.4,38.8,11.5,5.94,4.31,15.1,18.3
131,Iona,33,22,11,.667,5.96,-0.10,,17,3,,11,2,,9,8,,83.6,77.6,,40.2,28.7,58.9,.487,10.2,25.8,.396,16.0,22.4,.714,8.73,33.2,17.5,6.64,3.70,10.6,17.7
132,Iowa State NCAA,36,28,8,.778,18.52,9.88,,11,7,,15,1,,4,6,,83.0,74.4,,40.7,29.5,62.2,.474,8.36,23.3,.358,15.7,22.6,.693,10.4,38.5,18.4,5.94,2.94,10.6,17.3
133,Iowa NCAA,33,20,13,.606,18.58,7.43,,9,9,,13,4,,4,6,,81.5,70.3,,40.6,27.8,60.1,.463,5.79,16.5,.350,20.0,27.2,.735,13.5,40.4,16.1,7.09,4.97,11.2,18.3
134,Purdue-Fort Wayne,36,25,11,.694,-0.20,-3.87,,10,4,,13,2,,8,8,,77.1,71.0,,39.0,27.1,55.0,.493,7.92,20.2,.393,15.0,22.6,.663,10.5,32.8,14.6,6.81,2.50,12.2,16.7
135,IUPUI,32,6,26,.188,-14.33,-1.36,,1,13,,5,10,,1,13,,66.4,74.5,,40.1,24.4,55.8,.438,4.38,14.1,.311,13.2,17.8,.742,8.16,31.1,10.4,5.03,3.06,11.1,16.1
136,Jackson State,31,11,20,.355,-11.62,-8.72,,7,11,,6,6,,5,13,,65.8,68.7,,40.4,22.9,55.1,.417,3.90,13.3,.293,16.1,22.2,.724,11.8,35.2,9.55,6.06,3.23,15.0,22.9
137,Jacksonville State,31,10,21,.323,-11.97,-5.14,,4,12,,7,6,,2,14,,65.0,70.2,,40.0,22.1,52.7,.419,5.65,17.5,.323,15.1,22.4,.675,10.8,30.6,11.8,6.29,3.55,11.3,19.4
138,Jacksonville,30,12,18,.400,-11.86,-4.86,,8,10,,10,5,,2,13,,74.4,79.5,,40.0,25.2,57.6,.437,6.27,18.4,.340,17.7,25.0,.709,12.1,34.2,13.1,7.33,3.50,13.6,18.8
139,James Madison,31,11,20,.355,-7.65,-2.20,,6,10,,5,5,,4,12,,63.3,68.7,,40.2,20.9,51.0,.409,4.87,17.8,.273,16.6,24.2,.685,10.1,33.7,8.77,5.87,3.10,12.2,19.6
140,Kansas State NCAA,33,20,13,.606,12.14,8.47,,10,8,,15,2,,2,7,,69.1,65.4,,40.5,24.2,55.8,.434,6.00,18.1,.331,14.7,22.5,.656,12.3,35.8,15.2,6.21,2.97,12.2,21.6
141,Kansas NCAA,35,25,10,.714,20.25,11.40,,14,4,,14,1,,5,6,,79.0,70.1,,40.3,27.3,55.3,.493,5.40,15.9,.340,19.0,26.7,.711,11.9,38.2,14.9,5.83,5.60,13.2,20.9
142,Kennesaw State,31,6,25,.194,-16.16,-4.05,,3,15,,4,11,,2,14,,65.0,74.3,,40.0,22.8,54.1,.422,6.19,18.0,.343,13.2,20.3,.650,11.2,32.9,11.1,5.87,3.06,15.9,21.7
143,Kent State,32,16,16,.500,-1.81,-1.94,,7,11,,11,7,,5,9,,69.6,68.4,,40.3,23.9,55.8,.429,7.25,20.9,.346,14.5,20.6,.703,10.7,33.6,11.3,6.22,3.41,12.2,20.9
144,Kentucky NCAA,40,29,11,.725,18.07,9.90,,12,6,,16,2,,5,5,,74.8,66.6,,40.4,25.1,55.3,.454,5.08,15.3,.332,19.5,28.6,.682,14.1,40.2,11.2,4.72,5.90,11.7,18.3
145,La Salle,31,15,16,.484,4.10,4.75,,7,9,,8,5,,4,8,,67.7,68.4,,40.7,23.2,56.2,.413,5.71,17.5,.325,15.6,22.0,.708,11.9,35.5,12.4,5.58,3.42,11.6,16.0
146,Lafayette,31,11,20,.355,-7.64,-3.38,,6,12,,6,7,,5,13,,71.4,74.7,,40.3,25.2,53.6,.470,7.45,18.7,.398,13.5,18.2,.744,8.16,29.9,12.9,5.23,2.13,12.1,17.9
147,Lamar,30,4,26,.133,-16.61,-6.04,,3,15,,2,11,,1,14,,66.7,77.3,,40.0,23.7,54.3,.437,3.23,10.5,.308,16.1,21.6,.744,9.23,31.5,12.0,5.33,2.87,14.0,18.5
148,Lehigh,32,14,18,.438,-6.52,-3.83,,7,11,,9,5,,4,11,,66.3,69.0,,40.7,23.7,54.9,.432,6.22,17.3,.359,12.7,17.9,.707,8.75,33.3,13.0,4.97,3.50,12.0,17.9
149,Liberty,32,11,21,.344,-10.26,-7.47,,5,11,,7,8,,2,12,,70.3,69.8,,40.0,25.5,55.7,.458,5.63,15.7,.359,13.7,19.4,.704,12.6,37.1,13.2,4.69,3.44,13.3,17.6
150,Lipscomb,30,15,15,.500,-8.20,-5.13,,10,8,,7,5,,8,10,,75.9,78.5,,40.3,24.2,56.1,.432,9.17,25.9,.353,18.2,26.7,.684,9.77,33.0,13.9,6.73,1.90,12.5,22.0
151,Long Beach State,32,15,17,.469,1.44,2.71,,10,6,,9,4,,5,9,,69.9,70.5,,40.5,25.7,59.5,.432,5.97,19.2,.312,12.5,19.0,.661,13.4,36.8,12.7,5.81,2.50,12.2,17.8
152,Long Island University,29,9,20,.310,-13.66,-5.55,,4,12,,5,6,,4,11,,71.7,79.8,,40.2,24.4,57.0,.428,7.52,21.8,.345,15.4,21.6,.717,11.2,34.5,14.0,4.31,2.28,12.8,17.6
153,Longwood,32,8,24,.250,-20.31,-5.56,,3,13,,5,9,,3,12,,69.8,80.3,,40.0,25.4,57.7,.440,5.63,16.0,.351,13.5,18.5,.729,9.66,31.2,13.4,6.75,1.81,12.8,19.5
154,Louisiana NCAA,35,23,12,.657,2.91,-0.28,,11,7,,13,2,,6,9,,81.0,75.2,,40.9,28.2,60.8,.465,7.03,19.1,.367,17.5,26.1,.671,13.3,38.0,13.5,7.14,4.11,13.1,21.0
155,Louisiana-Monroe,27,10,17,.370,-5.21,0.02,,7,11,,6,6,,4,10,,64.4,68.6,,40.7,23.3,54.4,.427,5.30,16.7,.318,12.6,19.9,.632,10.3,34.9,12.6,5.70,3.48,12.5,18.4
156,Louisiana State,34,20,14,.588,10.05,6.61,,9,9,,13,3,,4,9,,74.7,71.3,,40.4,27.0,60.8,.444,6.79,19.9,.342,13.9,20.8,.669,13.1,39.2,14.1,7.68,5.85,13.6,18.7
157,Louisiana Tech,37,29,8,.784,12.44,-1.20,,13,3,,14,1,,10,5,,81.0,66.5,,40.1,27.9,61.7,.453,7.73,23.5,.329,17.4,25.6,.679,12.9,39.1,15.7,9.16,5.08,11.5,19.1
158,Louisville NCAA,37,31,6,.838,24.69,4.80,,15,3,,16,2,,9,2,,81.0,61.1,,40.0,28.4,60.3,.471,7.78,21.2,.368,16.4,24.9,.661,13.6,37.7,15.4,10.0,4.68,10.6,19.5
159,Loyola (IL),32,10,22,.313,-4.75,-1.14,,4,14,,8,6,,0,14,,65.8,68.7,,40.6,23.3,50.3,.462,5.97,17.1,.350,13.3,18.9,.703,8.31,30.4,13.1,5.50,2.56,13.3,19.4
160,Loyola Marymount,32,13,19,.406,-0.49,4.03,,4,14,,6,6,,3,10,,73.3,77.1,,39.6,26.2,60.1,.436,4.41,15.0,.294,16.5,21.7,.762,12.0,34.0,12.7,7.13,3.75,12.2,20.2
161,Loyola (MD),30,11,19,.367,-10.58,-3.23,,6,12,,7,7,,4,12,,65.2,71.9,,40.5,22.7,54.7,.414,4.83,15.1,.321,15.1,22.6,.667,11.0,31.2,11.2,7.87,4.27,11.9,19.5
162,Maine,29,6,23,.207,-17.58,-4.72,,4,12,,4,9,,1,12,,72.1,82.9,,40.2,26.2,59.0,.443,6.28,18.7,.335,13.5,19.9,.678,9.34,33.3,14.4,7.59,2.28,15.1,20.9
163,Manhattan NCAA,33,25,8,.758,6.04,-0.90,,15,5,,9,3,,12,4,,77.0,70.0,,40.9,25.1,55.7,.451,6.30,17.1,.369,20.5,30.9,.663,12.6,37.4,13.1,8.27,6.06,14.2,24.2
164,Marist,31,12,19,.387,-4.94,-1.27,,9,11,,9,4,,3,11,,68.4,72.0,,40.6,22.9,56.0,.408,6.48,18.7,.347,16.1,22.6,.714,10.8,34.1,11.0,6.52,3.94,12.4,18.8
165,Marquette,32,17,15,.531,10.08,6.61,,9,9,,12,4,,4,8,,72.2,68.7,,41.3,25.0,56.3,.444,4.81,15.0,.321,17.4,25.2,.690,11.8,36.5,14.8,6.31,3.13,12.0,19.7
166,Marshall,33,11,22,.333,-4.42,-1.32,,4,12,,8,8,,2,12,,72.3,72.0,,40.3,25.4,58.7,.432,6.12,19.8,.308,15.4,24.8,.622,12.8,37.0,12.0,6.39,3.76,12.9,19.9
167,Maryland-Baltimore County,30,9,21,.300,-14.21,-6.55,,5,11,,8,5,,1,16,,65.6,72.8,,41.0,22.3,55.6,.401,5.77,19.0,.304,15.2,23.3,.655,11.4,33.9,11.8,8.00,2.80,15.0,23.4
168,Maryland-Eastern Shore,30,6,24,.200,-17.03,-6.61,,4,12,,5,8,,1,15,,66.5,75.0,,40.0,21.9,54.6,.401,6.00,18.6,.323,16.8,23.3,.721,11.3,32.6,11.3,6.53,2.07,12.3,19.5
169,Maryland,32,17,15,.531,11.33,8.08,,9,9,,12,4,,2,8,,70.9,67.7,,40.5,24.8,57.6,.430,7.06,20.6,.342,14.4,21.2,.679,12.0,37.5,11.7,6.31,4.34,12.8,19.8
170,Massachusetts-Lowell,28,10,18,.357,-13.71,-4.53,,8,8,,6,6,,4,12,,61.4,69.2,,40.2,20.4,51.7,.394,6.86,21.0,.327,13.8,19.6,.704,9.57,31.4,12.0,5.93,2.61,13.5,18.5
171,Massachusetts NCAA,33,24,9,.727,10.61,6.00,,10,6,,11,2,,7,4,,75.8,71.2,,40.2,27.3,59.5,.459,5.36,15.5,.346,15.9,23.3,.683,12.2,38.4,15.1,6.85,5.39,13.5,19.7
172,McNeese State,31,11,20,.355,-13.15,-4.01,,9,9,,7,3,,3,14,,68.1,76.1,,40.3,23.5,59.9,.393,6.55,21.5,.305,14.5,20.9,.696,13.2,36.8,11.9,6.81,3.77,12.8,17.9
173,Memphis NCAA,34,24,10,.706,13.02,7.14,,12,6,,15,2,,5,5,,76.9,70.5,,40.3,28.2,59.1,.477,5.35,16.2,.330,15.2,23.6,.644,12.6,37.3,17.4,8.65,4.68,13.2,18.0
174,Mercer NCAA,36,27,9,.750,5.33,-3.42,,14,4,,17,1,,9,7,,78.8,66.9,,41.4,27.3,57.3,.476,8.06,21.0,.384,16.2,22.0,.736,11.3,37.2,16.3,5.86,4.08,11.7,18.5
175,Miami (FL),33,17,16,.515,7.60,5.63,,7,11,,8,8,,6,6,,61.5,59.5,,40.8,21.6,51.2,.421,5.64,17.5,.323,12.7,18.5,.687,11.0,34.5,10.5,4.88,3.76,10.2,15.8
176,Miami (OH),31,13,18,.419,-4.37,0.13,,8,10,,8,6,,5,11,,65.3,69.7,,40.3,23.3,53.7,.434,4.71,16.0,.294,14.0,18.5,.754,8.58,31.2,12.5,8.61,2.35,13.5,17.3
177,Michigan State NCAA,38,29,9,.763,19.35,9.38,,12,6,,12,4,,7,3,,75.5,65.6,,40.4,26.9,56.8,.474,8.08,20.6,.392,13.6,19.2,.707,10.4,36.8,16.8,6.82,4.58,11.3,19.0
178,Michigan NCAA,37,28,9,.757,18.52,9.65,,15,3,,13,2,,7,4,,73.9,65.1,,40.3,25.5,53.6,.477,8.62,21.5,.402,14.2,18.7,.763,8.54,31.4,14.2,5.16,2.38,9.08,14.2
179,Middle Tennessee,33,24,9,.727,4.77,-0.78,,13,3,,14,2,,8,5,,70.9,62.6,,40.3,24.7,54.4,.455,5.39,15.8,.342,16.0,24.1,.665,12.1,36.7,13.1,7.09,4.79,12.6,20.1
180,Milwaukee NCAA,35,21,14,.600,-1.53,-0.44,,7,9,,7,6,,10,6,,70.4,70.5,,40.4,23.1,53.9,.428,7.00,21.5,.325,17.3,23.5,.734,9.80,33.8,13.6,5.71,2.43,13.4,18.0
181,Minnesota,38,25,13,.658,11.75,8.34,,8,10,,18,3,,4,7,,71.4,67.7,,40.7,24.2,54.0,.447,7.16,20.3,.352,16.0,21.5,.742,10.4,33.7,13.9,7.61,4.08,11.7,19.1
182,Mississippi State,33,14,19,.424,-0.86,2.75,,3,15,,11,7,,0,10,,67.7,71.3,,40.3,23.8,53.8,.442,4.67,15.2,.307,15.5,23.3,.663,9.85,32.9,12.2,7.73,2.67,13.9,17.3
183,Mississippi Valley State,32,9,23,.281,-21.08,-8.35,,5,13,,6,4,,1,17,,71.7,80.7,,40.0,25.3,60.4,.418,6.34,20.2,.314,14.8,22.1,.670,11.7,34.8,11.2,7.66,1.84,14.7,22.5
184,Mississippi,33,19,14,.576,7.84,5.36,,9,9,,12,5,,4,8,,75.2,72.7,,40.5,25.3,60.7,.417,7.82,23.1,.339,16.7,24.0,.696,13.0,36.7,12.5,7.45,5.52,11.2,19.4
185,Kansas City,30,10,20,.333,-9.00,-1.93,,7,9,,5,9,,5,10,,69.5,76.5,,40.0,24.3,56.6,.430,5.57,18.4,.303,15.3,24.2,.634,9.67,32.7,11.6,7.23,2.33,13.2,20.7
186,Missouri State,33,20,13,.606,0.81,1.22,,9,9,,14,3,,4,8,,68.5,68.2,,40.5,23.1,53.5,.431,6.97,19.5,.357,15.5,21.8,.708,9.18,32.7,12.2,4.85,3.00,10.9,19.8
187,Missouri,35,23,12,.657,10.06,6.86,,9,9,,16,3,,3,7,,72.9,69.7,,40.4,23.5,51.6,.457,5.77,16.8,.344,20.1,27.1,.742,10.9,36.9,10.1,5.03,3.26,12.6,19.1
188,Monmouth,32,11,21,.344,-6.96,-2.90,,5,15,,8,8,,3,12,,69.0,73.1,,40.5,24.3,57.7,.420,5.53,16.5,.336,15.0,23.4,.640,12.9,37.0,12.1,6.94,3.00,14.4,21.8
189,Montana State,31,14,17,.452,-10.70,-5.83,,9,11,,9,5,,5,10,,68.0,69.8,,40.2,23.7,53.6,.443,5.97,16.8,.354,14.6,20.5,.711,8.61,31.2,10.5,6.55,1.61,11.5,18.1
190,Montana,30,17,13,.567,-4.52,-5.23,,12,8,,11,3,,6,9,,70.8,69.0,,40.8,23.4,49.2,.477,7.40,19.8,.374,16.5,22.3,.739,7.10,27.1,11.3,5.07,2.53,9.97,20.7
191,Morehead State,34,20,14,.588,-1.88,-3.10,,10,6,,9,5,,9,7,,76.6,73.0,,40.7,25.3,56.7,.447,5.53,18.5,.299,20.4,29.2,.699,14.1,38.5,13.4,7.97,3.06,15.6,23.5
192,Morgan State,31,15,16,.484,-5.81,-5.03,,11,5,,7,4,,5,9,,71.5,72.2,,40.8,25.8,60.3,.428,4.52,17.3,.261,15.3,25.0,.612,14.4,38.4,12.7,6.16,5.06,13.0,20.9
193,Mount St. Mary's NCAA,33,16,17,.485,-6.32,-4.44,,9,7,,10,3,,6,13,,75.9,77.8,,40.3,25.5,58.3,.438,8.97,25.3,.355,15.8,21.4,.739,9.94,31.9,11.8,7.03,3.00,11.8,18.7
194,Murray State,34,23,11,.676,0.98,-3.58,,13,3,,17,1,,6,9,,77.9,71.9,,40.3,26.5,55.8,.475,7.41,19.7,.376,17.4,26.0,.672,11.7,36.3,13.1,5.97,4.35,12.4,18.5
195,Navy,30,9,21,.300,-11.95,-5.46,,4,14,,7,6,,2,15,,60.7,65.2,,40.5,22.0,54.8,.401,6.70,20.4,.328,9.97,15.7,.635,11.2,33.5,12.7,6.50,3.30,12.5,18.9
196,Omaha,32,17,15,.531,-1.19,-2.78,,5,9,,11,4,,6,11,,79.9,75.1,,40.3,27.7,61.5,.450,6.84,20.3,.337,17.8,23.3,.765,10.6,34.4,15.4,8.31,2.72,12.6,18.6
197,Nebraska NCAA,32,19,13,.594,10.13,8.50,,11,7,,15,1,,3,8,,66.8,65.2,,40.0,22.5,52.6,.427,5.88,17.6,.333,16.0,22.3,.717,8.69,33.1,9.50,6.94,3.09,10.9,20.6
198,Nevada-Las Vegas,33,20,13,.606,8.55,2.76,,10,8,,12,7,,6,5,,71.4,65.6,,40.3,25.3,57.7,.438,5.91,17.9,.329,14.9,22.8,.654,12.6,39.8,13.2,4.85,6.45,11.1,15.8
199,Nevada,32,15,17,.469,1.98,3.48,,10,8,,7,8,,8,6,,72.4,73.9,,41.3,24.9,57.3,.434,6.69,19.8,.338,15.9,21.8,.730,11.0,34.8,10.8,5.00,4.50,10.4,18.9
200,New Hampshire,30,6,24,.200,-13.97,-5.90,,4,12,,3,11,,3,12,,57.8,64.8,,40.2,19.5,51.8,.376,7.03,21.3,.330,11.9,17.1,.693,9.53,34.2,9.73,4.03,3.30,13.1,19.4
201,New Mexico State NCAA,36,26,10,.722,6.16,-2.58,,12,4,,14,1,,8,7,,77.0,67.1,,40.4,26.0,53.3,.488,5.39,14.5,.371,19.6,28.5,.686,11.9,37.4,13.2,4.69,6.22,12.7,17.1
202,New Mexico NCAA,34,27,7,.794,12.72,4.84,,15,3,,13,2,,8,2,,74.0,66.1,,40.6,24.9,54.4,.458,5.79,17.4,.332,18.4,25.4,.724,10.6,38.1,15.4,4.76,5.06,10.6,17.0
203,New Orleans,26,11,15,.423,-15.03,-5.53,,8,10,,6,6,,5,9,,71.5,76.4,,40.0,23.7,55.2,.429,5.23,15.5,.338,18.9,27.8,.681,13.1,37.2,12.2,6.62,3.23,16.8,21.0
204,Niagara,33,7,26,.212,-8.16,-1.34,,3,17,,4,9,,1,14,,75.3,82.1,,40.0,25.3,59.1,.429,5.03,16.8,.300,19.6,28.7,.682,12.4,34.3,10.0,6.97,2.15,13.6,23.8
205,Nicholls State,29,14,15,.483,-13.13,-7.67,,10,8,,9,2,,4,12,,68.5,72.9,,40.3,24.4,55.0,.444,6.14,20.1,.306,13.5,21.3,.633,10.1,31.7,13.2,5.79,2.86,12.1,23.6
206,NJIT,29,13,16,.448,-12.52,-7.48,,0,0,,7,6,,6,10,,72.7,71.1,,40.3,25.1,56.5,.444,7.45,19.9,.374,15.0,20.8,.721,9.79,34.1,13.6,6.45,3.59,13.1,20.2
207,Norfolk State,34,19,15,.559,-7.82,-7.17,,11,5,,7,4,,7,8,,71.4,70.5,,40.3,25.5,54.8,.465,5.50,15.6,.352,15.0,21.6,.693,12.3,35.1,13.7,6.09,3.97,13.4,19.7
208,UNC Asheville,32,17,15,.531,-6.81,-5.50,,10,6,,11,2,,5,10,,77.7,75.8,,40.3,26.1,57.3,.456,6.97,18.8,.371,18.5,24.8,.745,12.0,37.6,12.6,6.47,5.97,13.7,19.1
209,North Carolina A&T,32,9,23,.281,-16.43,-7.40,,5,11,,7,5,,1,17,,65.3,73.2,,40.5,19.4,50.8,.383,5.34,17.6,.303,21.1,30.1,.699,12.1,36.2,9.28,4.72,4.03,15.3,23.2
210,North Carolina Central NCAA,34,28,6,.824,3.97,-8.03,,16,1,,14,0,,11,5,,73.9,59.5,,40.6,24.9,53.9,.462,5.41,16.0,.338,18.7,25.6,.728,11.9,35.2,14.7,7.71,4.03,11.4,19.4
211,UNC Greensboro,32,14,18,.438,-12.33,-6.12,,7,9,,9,7,,4,8,,70.8,74.2,,40.3,25.3,57.3,.440,5.22,15.3,.342,15.1,22.0,.688,10.5,36.6,11.9,5.63,2.34,14.0,21.3
212,NC State NCAA,36,22,14,.611,9.02,7.44,,9,9,,13,6,,6,6,,71.1,69.6,,40.6,26.4,57.2,.461,4.44,14.6,.305,13.9,21.2,.657,11.7,34.4,12.9,4.81,4.14,10.4,18.6
213,UNC Wilmington,32,9,23,.281,-8.75,-0.78,,3,13,,6,8,,3,14,,63.1,69.4,,40.6,23.2,57.5,.402,4.34,15.9,.273,12.4,18.9,.655,12.2,35.9,10.8,5.97,4.03,11.5,18.2
214,North Carolina NCAA,34,24,10,.706,15.24,8.42,,13,5,,15,3,,6,5,,76.6,69.8,,40.3,28.0,60.5,.463,4.29,12.8,.336,16.2,25.9,.626,14.2,39.7,15.4,7.32,4.74,11.9,20.3
215,North Dakota State NCAA,33,26,7,.788,6.31,-0.02,,12,2,,12,1,,10,5,,75.5,65.6,,40.2,26.9,53.3,.505,5.33,14.6,.364,16.4,21.8,.751,9.30,32.8,11.6,6.24,4.39,9.85,17.8
216,North Dakota,34,17,17,.500,-6.84,-3.78,,12,8,,11,3,,4,11,,74.3,74.6,,40.0,26.1,57.4,.456,5.88,18.0,.327,16.1,23.4,.688,11.1,31.5,12.3,8.44,2.65,11.1,20.3
217,North Florida,32,16,16,.500,-7.52,-3.32,,10,8,,9,5,,7,11,,72.4,74.3,,40.2,24.7,55.8,.442,7.09,19.8,.359,16.0,22.8,.705,12.0,37.0,12.5,5.22,3.94,15.1,18.8
218,North Texas,32,16,16,.500,-4.67,-1.53,,6,10,,9,7,,6,6,,69.6,72.3,,40.5,24.2,57.7,.420,4.91,14.9,.330,16.3,24.0,.680,11.3,37.0,10.1,6.56,3.56,12.7,20.2
219,Northeastern,32,11,21,.344,-3.11,-0.30,,7,9,,4,8,,4,9,,65.9,68.7,,40.5,22.9,52.9,.434,4.88,15.0,.324,15.2,23.5,.645,11.3,34.9,11.6,5.41,3.44,13.1,17.3
220,Northern Arizona,32,15,17,.469,-6.60,-4.37,,12,8,,9,4,,6,10,,67.0,68.4,,40.3,24.3,53.6,.454,5.31,15.2,.351,13.1,18.3,.713,10.8,33.0,10.8,6.19,3.94,12.6,17.6
221,Northern Colorado,32,18,14,.563,-4.33,-6.09,,11,9,,13,3,,4,11,,73.9,70.3,,40.5,27.0,54.8,.493,5.94,15.4,.386,13.9,20.3,.685,10.8,32.0,12.1,5.72,2.28,11.4,19.6
222,Northern Illinois,32,15,17,.469,-3.54,-1.28,,8,10,,10,7,,5,9,,62.3,62.9,,40.8,20.2,51.6,.391,4.28,15.4,.277,17.7,25.8,.684,13.4,37.5,8.47,6.59,3.34,14.7,20.1
223,Northern Iowa,31,16,15,.516,5.29,2.85,,10,8,,11,2,,3,10,,72.8,69.3,,40.3,24.6,54.6,.450,8.52,23.6,.361,15.1,20.8,.724,8.77,33.0,14.1,5.65,2.90,10.6,18.3
224,Northern Kentucky,30,9,21,.300,-10.53,-4.97,,5,13,,7,7,,2,12,,68.1,73.7,,40.5,23.5,53.9,.435,7.60,21.8,.349,13.6,19.3,.706,9.53,31.3,11.1,5.43,2.97,11.6,20.8
225,Northwestern State,31,17,14,.548,-3.59,-4.66,,12,6,,10,3,,6,10,,86.6,83.8,,40.6,30.9,65.7,.470,5.68,17.0,.334,19.2,25.9,.741,12.7,38.1,16.5,8.71,5.32,13.5,20.5
226,Northwestern,33,14,19,.424,4.72,8.57,,6,12,,8,9,,5,7,,59.5,63.4,,40.3,20.2,50.9,.396,6.58,21.5,.306,12.6,18.1,.700,7.55,32.5,11.0,4.30,3.67,10.9,18.5
227,Notre Dame,32,15,17,.469,8.19,6.78,,6,12,,13,6,,1,9,,72.0,70.6,,40.8,26.2,57.6,.455,7.13,19.9,.358,12.4,17.3,.718,10.8,33.8,15.1,5.84,3.03,10.3,16.2
228,Oakland,33,13,20,.394,-2.23,2.78,,7,9,,10,5,,3,11,,74.4,77.4,,40.4,24.9,57.3,.434,8.45,22.8,.370,16.2,22.2,.730,9.03,31.1,15.8,6.94,1.85,11.1,19.9
229,Ohio State NCAA,35,25,10,.714,17.84,8.12,,10,8,,17,3,,5,5,,69.5,59.8,,40.3,24.1,53.6,.450,5.71,17.6,.324,15.6,22.7,.689,9.89,33.9,12.0,7.71,4.49,11.3,16.5
230,Ohio,37,25,12,.676,2.70,-1.17,,11,7,,14,7,,10,4,,71.5,67.0,,39.6,25.3,55.2,.459,7.41,21.0,.353,13.5,18.9,.714,9.49,33.8,15.1,6.43,4.24,12.8,19.1
231,Oklahoma State NCAA,34,21,13,.618,19.02,8.34,,8,10,,13,3,,3,7,,80.2,69.6,,40.9,26.4,57.1,.463,7.03,19.3,.364,20.4,28.4,.719,9.76,35.4,13.6,7.65,4.71,10.5,20.0
232,Oklahoma NCAA,33,23,10,.697,14.91,8.97,,12,6,,14,3,,5,4,,81.9,76.0,,40.5,27.5,61.6,.447,8.64,22.8,.379,18.2,24.3,.749,12.1,37.6,14.6,6.79,3.27,11.4,18.9
233,Old Dominion,36,18,18,.500,-1.12,-0.81,,9,7,,12,6,,5,9,,64.2,64.5,,40.3,22.9,53.5,.428,5.28,16.2,.326,13.1,21.1,.621,11.9,35.6,10.6,6.28,3.94,13.2,19.7
