,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
235,Ohio State,30,19,11,.633,14.38,9.05,,12,8,,13,3,,5,6,,73.8,68.5,,40.3,25.9,54.7,.474,8.10,21.7,.373,13.9,18.3,.760,8.83,34.4,12.8,4.43,4.80,11.0,16.4
236,Ohio,33,24,9,.727,2.10,-4.06,,14,6,,15,2,,8,6,,73.9,67.4,,40.0,25.7,59.6,.431,9.24,27.2,.340,13.4,18.2,.733,9.94,34.2,12.8,7.52,2.61,10.5,14.4
237,Oklahoma State,30,15,15,.500,13.26,10.56,,8,10,,10,6,,3,8,,68.4,65.7,,41.0,25.1,57.9,.434,5.37,18.2,.295,12.7,19.1,.667,11.6,37.1,12.7,8.53,5.43,15.1,17.4
238,Oklahoma,33,18,15,.545,14.13,10.31,,7,11,,11,5,,3,8,,68.5,64.7,,40.6,25.0,52.7,.475,7.36,21.7,.339,11.1,14.9,.743,7.61,31.7,13.8,7.48,1.76,14.9,15.7
239,Old Dominion,32,13,19,.406,-1.22,0.01,,8,10,,10,4,,3,11,,66.5,67.0,,40.2,24.6,56.6,.434,4.41,15.0,.294,12.9,19.3,.672,11.4,37.3,12.3,6.41,3.28,11.9,15.9
240,Oral Roberts,31,19,12,.613,-0.30,-3.94,,12,6,,10,5,,8,6,,83.3,74.4,,40.3,30.2,66.2,.457,11.6,30.6,.380,11.2,15.4,.730,10.7,40.2,11.7,5.52,4.19,9.90,15.4
241,Oregon State,31,3,28,.097,-0.96,8.88,,1,19,,3,13,,0,12,,68.3,78.1,,40.6,25.6,57.9,.443,5.68,17.8,.319,11.3,16.0,.709,9.03,30.8,12.1,5.97,3.03,12.5,17.5
242,Oregon,33,19,14,.576,10.54,8.29,,11,9,,12,5,,5,5,,72.4,69.5,,40.3,26.7,59.2,.452,7.12,21.4,.333,11.8,17.5,.677,10.4,35.0,12.2,6.88,3.24,11.9,16.6
243,Pacific,30,8,22,.267,-7.55,0.88,,3,11,,7,7,,0,13,,65.9,72.7,,40.2,23.7,57.0,.415,6.07,19.1,.318,12.5,18.2,.686,8.07,32.8,11.4,6.40,2.57,12.3,16.5
244,Penn State,31,14,17,.452,9.16,9.55,,7,13,,10,5,,1,10,,64.6,65.0,,40.5,23.9,55.2,.432,8.03,23.5,.342,8.84,12.0,.735,9.26,35.3,11.9,5.29,2.16,11.8,15.4
245,Pennsylvania,28,12,16,.429,-3.77,-0.35,,9,5,,6,3,,5,10,,72.0,75.5,,40.4,26.7,59.9,.446,8.07,24.1,.335,10.5,14.5,.728,8.82,34.5,12.6,5.50,2.25,11.8,17.3
246,Pepperdine,32,7,25,.219,-6.61,3.84,,1,15,,7,9,,0,13,,68.2,77.5,,40.3,25.3,60.5,.418,7.25,21.3,.340,10.3,14.4,.718,9.88,34.5,14.8,5.66,2.34,14.7,17.9
247,Pittsburgh,32,11,21,.344,0.10,6.63,,6,14,,8,11,,3,9,,61.5,68.1,,40.0,21.1,50.9,.414,5.38,17.1,.314,14.0,20.1,.696,9.91,33.8,11.0,5.38,3.84,13.6,15.3
248,Portland State,31,14,17,.452,-7.36,-5.32,,10,10,,7,7,,5,9,,73.5,72.2,,40.3,26.5,61.5,.430,6.16,20.6,.298,14.5,19.5,.742,10.3,33.9,11.4,9.32,3.29,12.4,19.8
249,Portland,32,18,14,.563,-1.35,-0.38,,7,7,,10,4,,6,8,,73.9,72.0,,40.2,25.1,57.7,.435,7.56,21.9,.345,16.1,20.3,.795,8.25,36.5,14.0,5.00,2.44,13.1,16.4
250,Prairie View,27,8,19,.296,-10.28,-3.46,,8,8,,5,4,,3,13,,69.5,76.3,,40.6,24.0,56.1,.428,6.33,18.3,.345,15.2,21.6,.703,11.0,35.0,11.4,8.48,3.07,17.4,21.2
251,Presbyterian,32,12,20,.375,-8.47,-3.64,,4,12,,7,7,,3,12,,67.8,67.9,,41.4,24.8,58.8,.422,5.72,21.2,.270,12.5,18.5,.674,12.2,35.6,12.6,7.91,2.72,13.6,19.1
252,Princeton,28,23,5,.821,3.07,-4.54,,12,2,,13,1,,8,3,,80.4,69.5,,40.5,30.4,62.0,.491,11.0,28.2,.390,8.57,13.3,.645,8.93,35.8,15.7,6.21,1.82,10.2,14.1
253,Providence,30,25,5,.833,12.34,7.54,,14,3,,16,1,,7,2,,71.8,67.0,,40.8,24.4,55.9,.437,7.30,21.3,.343,15.6,21.5,.726,10.5,37.5,13.2,5.03,3.77,11.7,16.0
254,Purdue,33,27,6,.818,20.04,8.40,,14,6,,16,1,,5,5,,80.2,68.6,,40.5,28.3,57.2,.495,8.85,22.4,.395,14.7,20.9,.704,11.0,38.3,16.7,4.64,3.55,11.5,14.1
255,Quinnipiac,31,14,17,.452,-5.97,-4.60,,7,13,,8,7,,4,9,,71.8,71.5,,40.2,25.5,59.0,.431,8.90,25.8,.345,12.0,15.7,.765,9.87,35.4,14.4,6.35,2.13,13.0,16.7
256,Radford,29,11,18,.379,-9.28,-3.94,,7,9,,8,4,,3,12,,63.2,67.4,,40.5,23.0,55.4,.414,6.93,22.6,.307,10.3,15.4,.669,10.1,33.3,10.9,6.62,1.52,13.8,17.9
257,Rhode Island,31,15,16,.484,3.00,1.30,,5,12,,10,5,,3,9,,67.1,65.0,,40.0,24.8,54.4,.456,5.35,15.9,.337,12.2,19.6,.620,9.65,36.3,13.5,7.39,6.00,14.3,17.2
258,Rice,32,16,16,.500,-2.66,-1.09,,7,11,,10,5,,4,8,,74.4,73.6,,40.6,26.3,57.2,.459,9.16,24.6,.373,12.8,17.9,.714,8.72,35.4,15.6,5.16,1.72,12.5,13.9
259,Richmond,34,22,12,.647,7.25,3.78,,10,8,,11,4,,7,5,,71.9,68.5,,40.3,25.5,57.4,.444,8.21,24.3,.338,12.7,17.6,.722,7.65,32.3,14.9,7.94,2.35,9.76,13.8
260,Rider,33,14,19,.424,-6.20,-3.89,,8,12,,7,6,,4,11,,67.8,69.3,,40.5,25.0,60.5,.414,5.58,17.3,.322,12.2,16.5,.736,10.9,37.1,12.7,6.85,2.45,11.8,17.1
261,Robert Morris,32,8,24,.250,-12.28,-5.25,,5,16,,4,10,,4,14,,69.4,74.7,,40.3,25.7,55.5,.463,6.00,17.7,.339,11.9,15.7,.759,8.94,32.6,12.7,6.00,3.81,14.3,15.5
262,Rutgers,31,18,13,.581,9.21,7.11,,12,8,,14,3,,4,9,,67.9,65.8,,40.3,25.5,57.6,.443,6.06,18.1,.336,10.9,15.5,.701,10.1,35.4,15.0,7.23,3.94,11.5,15.8
263,Sacramento State,29,11,18,.379,-11.68,-4.97,,6,14,,5,8,,4,9,,65.4,70.2,,40.2,24.0,55.7,.431,6.76,18.8,.359,10.7,15.8,.678,7.76,31.1,11.0,5.97,2.83,11.1,17.2
264,Sacred Heart,30,10,20,.333,-13.29,-8.67,,6,10,,6,7,,4,13,,72.7,75.1,,40.3,26.9,60.4,.445,8.07,23.5,.343,10.8,14.9,.725,11.2,36.2,14.5,5.47,2.20,13.9,15.6
265,Saint Francis (PA),30,9,21,.300,-14.35,-7.69,,5,13,,4,8,,5,13,,68.6,73.5,,40.5,25.5,60.3,.423,5.90,18.7,.315,11.8,18.2,.648,11.9,36.6,13.0,6.57,2.77,12.6,14.7
266,Saint Joseph's,30,11,19,.367,1.13,2.60,,5,13,,9,7,,1,10,,67.6,69.1,,40.3,24.9,59.1,.421,8.93,26.6,.336,8.87,13.6,.654,9.73,37.6,13.5,4.93,2.47,13.5,16.1
267,Saint Louis,34,23,11,.676,10.47,3.53,,12,6,,14,4,,5,6,,76.4,67.5,,40.4,27.4,59.7,.460,6.79,18.3,.371,14.7,19.3,.763,11.9,38.6,14.8,6.53,3.18,12.9,18.1
268,Saint Mary's (CA),32,25,7,.781,14.84,6.48,,12,3,,16,0,,6,4,,69.8,60.5,,40.0,26.2,56.4,.463,7.16,20.4,.350,10.3,13.5,.762,8.59,33.8,13.4,7.00,2.56,11.3,15.6
269,Saint Peter's,30,19,11,.633,0.85,-3.08,,14,6,,9,4,,7,7,,66.9,61.8,,40.2,23.6,54.7,.431,5.87,16.6,.353,13.9,20.3,.683,11.0,36.2,12.2,7.27,4.93,13.9,19.5
270,Sam Houston State,33,19,14,.576,0.49,-0.75,,13,5,,11,2,,5,8,,68.8,63.1,,40.2,25.6,60.1,.426,8.70,25.4,.343,8.88,14.7,.605,10.5,37.4,14.1,7.61,2.45,12.6,18.0
271,Samford,32,21,11,.656,-2.79,-1.55,,10,8,,13,2,,5,8,,74.7,73.8,,40.3,26.8,60.0,.446,8.78,26.1,.336,12.4,17.0,.730,10.6,35.6,12.8,7.44,2.94,13.8,17.6
272,San Diego State,31,23,8,.742,13.85,6.24,,13,4,,14,1,,5,5,,65.3,57.7,,40.3,23.7,54.7,.433,6.03,16.9,.358,11.9,17.1,.695,9.81,35.1,11.9,7.48,4.71,12.7,17.4
273,San Diego,31,15,16,.484,-2.83,1.96,,7,9,,8,6,,5,8,,65.8,67.3,,40.3,24.8,58.0,.428,5.48,16.4,.335,10.7,14.9,.715,9.58,35.9,9.94,5.06,3.68,12.5,15.9
274,San Francisco,33,24,9,.727,14.86,5.55,,10,6,,14,4,,7,2,,77.1,67.0,,40.0,27.6,60.5,.457,9.64,27.2,.354,12.2,17.5,.696,10.7,37.9,13.1,7.70,4.61,12.9,17.9
275,San Jose State,31,8,23,.258,-6.44,4.36,,1,17,,7,9,,1,13,,64.3,72.3,,40.2,23.7,55.4,.427,8.81,25.0,.352,8.13,12.4,.658,7.61,31.1,13.0,5.23,3.16,13.2,16.3
276,Santa Clara,32,21,11,.656,9.70,3.76,,10,5,,14,4,,5,5,,78.1,72.2,,40.2,29.1,59.4,.490,7.34,18.9,.388,12.5,16.4,.762,7.38,35.3,15.2,6.06,3.69,11.5,15.0
277,Seattle,32,23,9,.719,2.31,-3.76,,14,4,,17,2,,6,6,,74.8,66.6,,40.2,25.9,62.2,.417,9.66,28.4,.340,13.3,17.4,.766,9.97,37.6,13.6,6.91,3.63,11.6,20.5
278,Seton Hall,31,21,10,.677,13.95,8.68,,11,8,,13,3,,6,5,,72.9,66.3,,40.2,25.6,60.4,.423,7.35,21.6,.340,14.4,19.0,.757,12.2,38.9,10.4,7.03,5.45,12.0,15.6
279,Siena,29,15,14,.517,-6.77,-3.87,,12,8,,8,5,,7,8,,66.3,69.2,,40.5,23.8,55.9,.426,6.76,19.0,.356,11.9,16.2,.733,8.28,32.9,10.0,6.21,4.00,12.6,16.0
280,South Alabama,30,19,11,.633,1.04,-3.04,,9,7,,13,2,,4,8,,71.4,63.2,,40.2,25.9,56.6,.458,6.70,19.9,.336,12.8,18.2,.703,9.67,34.5,11.5,6.87,4.87,12.6,16.6
281,South Carolina State,31,15,16,.484,-12.87,-8.22,,7,7,,8,5,,5,8,,71.8,72.5,,40.5,25.7,65.5,.393,6.35,21.2,.300,14.1,20.4,.689,15.2,41.8,12.2,6.65,3.58,14.8,19.8
282,South Carolina Upstate,30,14,16,.467,-9.65,-4.33,,10,6,,6,7,,7,8,,70.9,72.8,,40.3,25.4,56.7,.448,7.93,22.0,.361,12.2,16.4,.745,7.40,32.5,13.6,6.27,3.47,12.8,19.2
283,South Carolina,31,18,13,.581,7.43,8.67,,9,9,,12,4,,4,7,,71.0,70.3,,40.2,26.2,61.7,.424,6.81,21.5,.316,11.8,17.6,.671,12.9,38.3,14.0,7.84,5.06,15.2,19.4
284,South Dakota State,34,30,4,.882,7.25,-3.72,,18,0,,14,0,,10,3,,86.7,73.4,,40.1,31.1,59.2,.525,9.38,20.9,.449,15.2,20.0,.759,7.44,35.6,15.2,6.06,2.50,11.0,15.4
285,South Dakota,31,19,12,.613,-3.87,-5.04,,11,7,,11,4,,6,7,,75.1,70.9,,40.3,26.7,57.4,.466,7.13,19.1,.374,14.5,19.4,.750,8.77,34.4,11.9,4.42,2.29,9.97,17.6
286,South Florida,31,8,23,.258,-2.84,4.61,,3,15,,6,10,,2,9,,57.5,64.9,,40.0,21.6,57.7,.374,4.45,17.6,.252,9.77,14.7,.666,11.3,35.9,10.9,6.23,3.74,12.5,17.1
287,Southeast Missouri State,32,14,18,.438,-6.76,-4.26,,8,9,,8,5,,5,10,,75.6,77.3,,40.2,25.6,58.5,.437,8.78,25.5,.344,15.7,21.4,.732,9.06,33.3,13.9,6.47,2.66,13.1,20.3
288,Southeastern Louisiana,33,19,14,.576,-8.90,-5.59,,10,4,,10,1,,5,10,,79.1,78.0,,40.2,26.9,58.3,.462,8.94,24.9,.359,16.4,21.6,.757,9.09,32.7,15.4,7.91,3.91,14.2,16.1
289,Southern California,33,26,7,.788,13.12,6.45,,14,6,,13,3,,9,3,,72.6,65.9,,40.3,26.8,59.2,.454,6.70,18.9,.354,12.2,18.3,.666,11.9,40.2,14.2,5.12,4.48,12.0,15.6
290,SIU Edwardsville,32,11,21,.344,-9.95,-4.28,,5,13,,8,5,,3,13,,67.5,69.9,,40.5,24.1,57.8,.418,5.88,20.2,.291,13.4,19.4,.691,12.8,37.4,12.3,7.13,3.81,15.1,18.3
291,Southern Illinois,31,16,15,.516,3.26,1.16,,9,9,,11,4,,4,8,,64.0,61.4,,40.0,23.0,51.6,.446,7.71,21.8,.354,10.3,15.0,.690,7.03,30.4,12.0,5.48,2.10,11.4,15.3
292,Southern Methodist,31,23,8,.742,11.81,4.61,,13,4,,16,0,,6,5,,74.4,67.2,,40.2,25.2,56.8,.444,8.77,24.2,.363,15.1,20.4,.742,9.52,37.6,14.0,6.29,4.35,12.3,15.3
293,Southern Mississippi,33,7,26,.212,-13.43,-0.24,,1,17,,3,11,,1,14,,64.4,74.9,,40.3,24.3,56.5,.429,5.36,17.1,.313,10.5,15.3,.688,8.21,33.5,12.3,5.00,2.76,13.3,16.0
294,Southern Utah,31,20,11,.645,-1.92,-5.09,,14,6,,11,3,,7,7,,78.4,72.8,,40.6,27.5,60.2,.458,8.26,24.3,.340,15.0,21.1,.714,10.4,37.8,11.6,6.29,2.61,12.6,17.4
295,Southern,31,17,14,.548,-4.91,-6.71,,11,6,,9,2,,8,11,,71.9,67.8,,40.2,25.5,57.9,.440,6.87,19.5,.353,14.0,20.1,.696,9.55,31.5,13.4,10.5,2.58,14.5,20.5
296,St. Bonaventure,29,20,9,.690,7.89,4.06,,12,5,,13,2,,4,4,,70.1,66.3,,40.2,26.3,58.4,.451,5.79,18.2,.318,11.7,15.7,.747,9.38,34.3,13.7,6.48,4.86,10.6,13.3
297,St. Francis (NY),30,10,20,.333,-13.32,-7.77,,7,11,,3,9,,7,9,,67.2,70.5,,40.3,24.9,60.8,.409,7.00,22.3,.314,10.5,14.8,.711,11.3,35.3,11.9,6.67,2.60,12.4,16.6
298,St. John's (NY),32,17,15,.531,12.14,6.70,,8,11,,12,7,,4,7,,79.6,74.2,,40.3,30.3,66.8,.453,7.25,21.6,.335,11.8,17.4,.677,12.0,37.8,18.8,8.84,5.47,11.9,17.9
299,St. Thomas (MN),30,10,20,.333,-10.63,-5.08,,4,14,,5,8,,3,12,,74.7,75.3,,40.0,26.7,60.5,.441,11.1,31.2,.357,10.2,13.5,.758,6.20,29.6,12.6,5.17,1.27,8.10,17.0
300,Stanford,32,16,16,.500,6.83,9.14,,8,12,,10,5,,3,9,,66.4,68.7,,40.2,24.1,55.6,.433,7.28,21.5,.339,11.0,16.7,.659,11.5,36.9,13.1,5.56,2.59,15.0,17.4
301,Stephen F. Austin,31,22,9,.710,3.42,-1.21,,14,4,,13,3,,7,4,,74.7,68.1,,40.2,27.4,57.7,.475,5.97,17.9,.334,13.9,20.5,.678,11.6,35.5,15.2,9.03,4.16,16.5,19.7
302,Stetson,30,11,19,.367,-10.18,-3.91,,5,11,,7,8,,4,11,,69.7,71.5,,40.7,25.5,59.3,.430,8.50,24.3,.350,10.2,14.7,.690,10.5,35.6,14.3,7.03,2.93,13.0,14.8
303,Stony Brook,31,18,13,.581,-6.60,-5.40,,10,8,,13,4,,5,9,,72.9,73.1,,40.2,26.3,60.0,.438,8.19,24.2,.339,12.2,16.2,.752,9.65,34.8,11.2,6.71,2.90,10.6,14.3
304,Syracuse,33,16,17,.485,9.91,7.61,,9,11,,11,5,,3,8,,77.4,75.1,,40.8,27.7,61.5,.451,9.09,24.1,.377,12.8,17.4,.737,10.6,36.3,14.6,7.00,3.76,10.7,14.2
305,Tarleton State,31,14,17,.452,-2.78,-0.10,,9,9,,10,5,,4,12,,64.6,65.3,,40.2,22.7,54.3,.419,5.03,16.5,.305,14.1,18.6,.754,9.42,30.5,11.3,7.65,2.19,12.2,18.1
306,Temple,29,17,12,.586,4.76,4.45,,10,7,,11,3,,5,6,,66.8,66.4,,40.3,22.4,56.7,.395,6.72,21.7,.311,15.3,22.5,.679,12.3,38.8,11.8,6.76,4.66,12.6,18.4
307,Tennessee-Martin,30,8,22,.267,-10.78,-2.68,,4,14,,5,8,,2,13,,68.9,73.5,,40.0,25.4,61.2,.415,6.83,22.8,.299,11.3,16.1,.700,11.7,36.9,11.8,6.60,4.37,13.3,18.1
308,Tennessee State,32,14,18,.438,-8.96,-6.93,,8,10,,8,5,,5,11,,71.3,70.2,,40.2,25.8,57.9,.445,6.59,18.8,.350,13.2,18.4,.715,10.4,35.0,12.3,6.75,3.34,13.9,19.1
309,Tennessee Tech,32,11,21,.344,-6.99,-2.75,,7,10,,7,7,,3,12,,72.8,73.7,,40.3,28.0,62.4,.449,7.00,20.5,.342,9.69,14.7,.661,11.6,37.1,16.0,7.25,3.72,13.3,14.5
310,Tennessee,32,25,7,.781,20.66,10.38,,14,4,,16,0,,6,5,,73.4,63.2,,40.3,26.0,60.3,.431,8.66,24.3,.356,12.8,17.9,.714,11.9,37.0,16.0,9.31,4.41,12.4,17.1
311,Texas A&M-Corpus Christi,34,23,11,.676,-6.30,-9.00,,7,7,,9,4,,7,6,,76.9,69.9,,40.1,27.0,60.7,.445,6.35,19.0,.335,16.6,22.3,.744,12.9,38.4,15.0,8.50,1.74,14.2,20.3
312,Texas A&M,34,23,11,.676,12.61,7.36,,9,9,,13,4,,5,5,,73.5,66.9,,40.6,26.1,58.6,.446,6.94,20.4,.340,14.2,20.5,.694,12.1,35.3,14.1,10.3,3.56,13.4,17.9
313,UT Arlington,29,11,18,.379,-5.12,-0.57,,7,10,,8,4,,3,13,,67.2,68.7,,41.4,24.5,58.5,.419,6.34,20.2,.313,11.8,16.8,.701,11.6,36.8,14.0,7.83,4.24,14.0,17.9
314,TCU,32,20,12,.625,12.89,9.80,,8,10,,12,4,,4,6,,68.1,65.0,,40.2,25.3,57.4,.441,5.56,18.3,.304,12.0,17.9,.668,12.9,38.7,13.6,6.28,4.22,14.5,15.3
315,UTEP,32,19,13,.594,0.26,-0.11,,11,7,,11,5,,7,6,,68.8,66.5,,40.3,24.5,57.0,.430,7.59,21.6,.352,12.3,16.1,.760,8.06,31.8,11.9,7.53,3.56,11.8,18.5
316,Texas-Rio Grande Valley,31,8,23,.258,-9.74,-0.84,,3,15,,4,9,,3,12,,71.4,78.6,,40.0,24.5,55.5,.441,6.32,20.8,.304,16.1,23.1,.695,8.74,34.5,12.2,5.23,3.19,15.4,20.0
317,UTSA,32,10,22,.313,-10.24,-1.27,,3,15,,8,10,,1,11,,67.3,72.3,,40.2,24.8,62.8,.396,6.25,21.3,.294,11.3,16.6,.682,12.7,38.3,11.4,5.72,2.53,12.7,16.4
318,Texas Southern,30,18,12,.600,-3.22,-6.95,,13,5,,7,2,,8,10,,69.2,65.5,,40.2,25.4,58.0,.437,5.77,18.2,.317,12.7,19.0,.671,12.1,39.5,10.7,5.60,5.00,14.9,17.8
319,Texas State,28,21,7,.750,0.24,-3.04,,12,3,,12,1,,7,5,,70.7,63.1,,40.0,25.6,55.1,.464,6.39,16.8,.381,13.2,17.4,.759,10.0,33.4,12.3,6.57,3.64,12.5,16.9
320,Texas Tech,34,25,9,.735,19.93,8.55,,12,6,,18,0,,3,7,,71.7,60.3,,40.4,25.9,55.2,.470,5.97,19.0,.314,13.9,19.9,.699,10.6,36.5,13.6,8.18,3.47,13.9,16.2
321,Texas,32,21,11,.656,17.20,8.48,,10,8,,16,3,,4,7,,68.3,59.6,,40.3,24.3,55.0,.442,6.41,19.8,.323,13.3,17.8,.749,10.4,33.6,13.0,7.72,3.41,11.8,17.4
322,Toledo,33,26,7,.788,7.07,-3.31,,17,3,,13,1,,9,5,,80.7,68.5,,40.0,30.1,62.2,.484,7.00,19.4,.360,13.5,17.9,.754,10.6,40.1,15.4,5.52,2.73,10.3,15.2
323,Towson,33,25,8,.758,6.44,-2.75,,15,3,,12,2,,11,4,,73.2,64.0,,40.2,25.7,56.9,.451,7.79,21.7,.359,14.0,19.5,.721,11.7,36.6,13.5,7.15,2.70,11.9,17.3
324,Troy,31,20,11,.645,-3.06,-3.45,,10,6,,10,3,,8,6,,69.2,65.1,,40.3,24.1,56.8,.424,7.48,22.9,.327,13.5,18.7,.721,11.3,37.3,13.8,7.87,2.16,15.2,17.5
325,Tulane,29,14,15,.483,6.84,5.42,,10,8,,9,4,,3,8,,73.1,71.7,,40.5,25.3,57.3,.442,8.07,22.1,.365,14.4,19.1,.756,6.72,31.6,13.5,7.93,3.28,10.5,16.1
326,Tulsa,31,11,20,.355,1.82,4.34,,4,14,,8,8,,1,10,,67.4,69.9,,40.0,24.0,55.4,.434,6.84,20.0,.342,12.5,17.2,.726,8.97,32.6,11.8,6.84,2.23,12.8,16.0
327,UCLA,32,25,7,.781,20.35,8.79,,15,5,,14,1,,8,4,,76.4,64.8,,40.8,27.9,62.1,.450,6.88,19.6,.351,13.6,18.5,.736,11.6,37.1,14.0,7.03,3.31,9.16,16.3
328,Utah State,33,18,15,.545,11.28,4.87,,8,10,,9,6,,4,7,,73.5,66.4,,40.6,27.0,56.4,.479,7.76,22.6,.343,11.7,16.1,.725,8.24,35.2,17.9,6.24,2.12,12.5,16.4
329,Utah Valley,32,20,12,.625,2.73,-1.23,,10,8,,11,2,,6,9,,71.2,65.1,,40.8,24.9,54.9,.454,6.38,17.2,.370,15.0,21.0,.714,10.9,40.5,14.8,5.47,4.47,15.5,16.8
330,Utah,31,11,20,.355,5.88,7.04,,4,16,,7,9,,2,9,,69.7,70.9,,40.3,24.3,58.0,.419,7.65,22.8,.335,13.5,17.4,.774,10.5,36.3,13.5,4.58,2.90,12.3,16.5
331,Valparaiso,32,14,18,.438,-1.18,1.25,,6,12,,8,8,,3,8,,70.8,70.5,,41.3,26.1,56.9,.459,7.19,21.6,.332,11.3,14.9,.759,5.44,32.3,12.5,6.38,2.97,11.1,13.5
332,Vanderbilt,33,17,16,.515,11.18,8.30,,7,11,,9,8,,5,7,,70.4,67.5,,40.2,23.4,55.1,.424,8.67,25.4,.341,15.0,21.6,.693,9.48,34.0,11.7,7.52,3.33,13.4,18.2
333,Vermont,33,28,5,.848,7.79,-6.27,,17,1,,16,0,,10,4,,74.9,60.3,,40.2,27.6,55.9,.493,8.76,24.0,.364,11.0,14.8,.747,7.33,35.1,15.2,5.21,2.52,9.70,13.8
334,Villanova,33,26,7,.788,19.53,9.99,,16,4,,12,1,,8,5,,72.6,63.1,,40.2,24.6,56.3,.437,9.30,25.9,.359,14.1,17.2,.823,10.2,34.9,12.1,6.24,2.24,10.0,15.2
335,Virginia Commonwealth,30,21,9,.700,9.83,5.03,,14,4,,11,4,,9,2,,66.1,61.3,,40.2,24.6,53.6,.459,5.53,16.1,.343,11.3,16.3,.694,8.40,32.5,14.0,9.27,5.10,15.2,18.7
336,VMI,31,16,15,.516,-1.87,-1.97,,9,9,,9,4,,6,9,,79.1,73.6,,40.5,27.5,59.7,.461,12.5,32.8,.383,11.4,14.5,.785,8.23,36.3,16.2,4.77,2.77,11.4,14.8
337,Virginia Tech,35,23,12,.657,14.19,5.73,,11,9,,11,4,,7,6,,70.7,62.3,,40.1,26.0,55.3,.471,9.00,22.9,.393,9.74,13.1,.743,8.60,32.2,14.4,5.37,3.20,10.8,14.7
338,Virginia,32,19,13,.594,8.29,5.92,,12,8,,10,6,,6,6,,62.6,60.2,,40.0,23.4,52.1,.449,5.00,15.5,.322,10.8,14.6,.739,8.72,31.5,14.0,5.84,4.53,9.84,13.8
339,Wagner,27,21,6,.778,-0.90,-8.79,,13,3,,12,1,,9,5,,74.4,64.7,,40.7,27.7,59.7,.463,5.11,17.9,.285,14.0,19.3,.726,11.8,37.3,14.6,8.37,2.81,12.5,19.8
340,Wake Forest,32,23,9,.719,13.26,4.01,,13,7,,16,2,,5,5,,79.5,70.2,,40.6,28.6,58.5,.488,8.63,24.6,.351,13.7,18.7,.733,8.81,36.8,15.1,6.38,3.88,13.6,15.8
341,Washington State,33,19,14,.576,12.45,5.90,,11,9,,12,7,,6,5,,71.9,65.4,,40.2,24.7,60.3,.410,9.06,26.7,.340,13.5,18.0,.747,12.4,36.6,11.2,6.36,4.45,11.4,17.6
342,Washington,32,17,15,.531,5.55,7.24,,11,9,,11,6,,3,7,,70.6,72.3,,40.5,24.9,60.3,.413,6.19,19.8,.312,14.7,20.9,.701,11.0,33.4,10.2,8.28,4.13,11.9,16.6
343,Weber State,33,21,12,.636,-1.40,-4.88,,13,7,,9,6,,8,5,,76.2,70.3,,40.2,26.6,56.0,.475,7.15,21.1,.339,15.8,21.1,.749,6.58,32.1,10.6,7.67,2.52,11.6,15.4
344,West Virginia,33,16,17,.485,10.25,10.77,,4,14,,12,5,,1,10,,68.5,69.0,,40.0,23.6,57.1,.413,6.30,19.2,.328,14.9,20.6,.724,10.8,32.3,10.5,7.79,4.55,12.4,17.4
345,Western Carolina,32,11,21,.344,-10.36,-1.78,,5,13,,8,5,,2,14,,70.7,77.3,,40.5,24.6,61.3,.402,10.0,31.3,.319,11.5,17.0,.673,11.5,37.5,12.9,4.88,2.38,12.4,17.0
346,Western Illinois,31,16,15,.516,-5.16,-5.19,,7,11,,9,6,,7,8,,78.7,77.1,,40.6,28.1,64.1,.438,8.81,26.2,.336,13.7,19.4,.709,11.4,38.1,11.5,6.26,2.58,11.5,17.6
347,Western Kentucky,32,19,13,.594,3.50,0.43,,11,7,,13,4,,5,6,,75.4,69.2,,40.0,27.5,58.9,.467,7.69,21.7,.354,12.7,17.8,.714,8.47,35.4,13.9,8.47,5.94,12.1,11.3
348,Western Michigan,31,8,23,.258,-13.12,-1.91,,4,16,,4,10,,2,13,,65.4,75.1,,40.5,23.5,56.0,.421,8.45,25.4,.332,9.84,14.1,.700,9.13,33.1,10.3,5.32,2.32,13.7,16.8
349,Wichita State,28,15,13,.536,8.34,6.23,,6,9,,11,6,,3,5,,68.5,66.4,,40.5,23.5,58.4,.403,7.54,24.2,.312,13.9,18.5,.753,11.9,37.1,12.0,7.54,4.57,12.9,15.9
350,William & Mary,32,5,27,.156,-14.07,-2.04,,4,14,,4,10,,1,14,,63.9,74.4,,40.5,22.6,56.2,.402,6.75,21.9,.308,11.9,16.8,.705,9.75,35.3,11.5,6.59,2.97,16.2,16.8
351,Winthrop,32,23,9,.719,-1.63,-3.70,,14,2,,13,0,,7,7,,75.2,70.2,,40.5,26.3,54.2,.486,8.63,23.2,.371,14.0,20.0,.700,8.25,34.3,13.4,6.47,2.59,14.6,17.9
352,Wisconsin,31,24,7,.774,13.88,9.72,,15,5,,12,4,,9,2,,70.7,66.5,,40.0,25.0,58.8,.425,6.61,21.2,.312,14.1,19.0,.742,9.29,34.9,11.1,5.29,2.81,8.55,17.0
353,Wofford,32,19,13,.594,2.14,-1.43,,10,8,,11,4,,7,8,,72.6,66.3,,40.2,25.6,54.9,.465,9.47,26.6,.356,12.0,15.8,.758,8.47,31.2,13.3,6.91,1.47,11.6,15.2
