,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
234,Pennsylvania,30,17,13,.567,0.62,-1.35,,9,5,,11,4,,6,9,,75.0,72.0,,40.7,27.1,58.3,.464,8.13,22.6,.360,12.7,17.1,.741,10.1,37.6,14.8,5.53,3.20,12.7,18.1
235,Pepperdine,31,9,22,.290,0.37,5.20,,2,14,,8,8,,0,12,,78.0,81.3,,40.6,29.0,62.3,.465,8.16,22.5,.362,11.9,16.7,.710,9.23,35.8,15.1,5.42,3.77,14.1,17.7
236,Pittsburgh NCAA,34,23,11,.676,10.04,4.54,,14,6,,14,3,,7,5,,75.6,70.1,,40.0,26.1,57.9,.451,9.21,25.4,.362,14.1,18.7,.757,10.2,35.9,14.3,5.21,4.06,11.1,16.1
237,Portland,33,14,19,.424,2.12,4.57,,5,11,,10,7,,2,10,,77.8,78.6,,40.3,25.3,55.7,.455,9.61,25.6,.375,17.5,23.5,.745,8.12,32.8,14.8,4.97,2.27,12.7,17.5
238,Portland State,31,12,19,.387,-4.77,-0.19,,6,11,,6,7,,5,9,,76.2,75.5,,40.0,26.9,60.2,.448,7.55,22.2,.340,14.8,20.4,.727,9.32,31.4,13.9,7.10,3.39,12.1,22.6
239,Prairie View,33,13,20,.394,-8.82,-6.50,,9,10,,9,4,,4,14,,67.5,68.4,,40.8,24.0,59.7,.401,5.88,19.6,.300,13.6,19.8,.690,11.8,35.5,10.9,7.42,3.67,13.7,18.9
240,Presbyterian,32,5,27,.156,-13.57,-5.04,,1,17,,5,9,,0,15,,63.2,69.5,,40.4,22.4,53.4,.420,5.97,19.3,.310,12.3,19.7,.625,10.5,32.8,10.8,5.50,3.06,13.4,19.3
241,Princeton NCAA,29,21,8,.724,3.06,-3.02,,10,4,,11,3,,8,4,,76.0,68.6,,40.5,27.0,59.1,.457,8.52,24.7,.344,13.4,18.8,.712,10.2,39.3,13.5,4.93,3.31,12.4,16.2
242,Providence NCAA,32,21,11,.656,12.81,6.03,,13,7,,15,2,,6,6,,78.1,71.3,,40.8,27.5,59.9,.459,6.66,18.9,.351,16.4,22.1,.745,12.3,38.3,14.7,6.91,4.56,11.8,15.0
243,Purdue NCAA,34,29,5,.853,19.43,9.07,,15,5,,14,2,,8,3,,73.1,62.7,,40.1,25.4,55.4,.459,6.88,21.1,.326,15.3,20.6,.743,12.2,38.6,15.5,4.79,3.62,10.9,13.7
244,Purdue-Fort Wayne,32,17,15,.531,-5.26,-4.76,,9,11,,9,6,,7,8,,73.9,69.8,,40.2,26.1,59.6,.439,9.63,27.8,.346,12.0,17.0,.705,9.94,35.6,13.1,7.34,2.31,13.2,14.6
245,Queens (NC),33,18,15,.545,-4.20,-4.30,,7,11,,8,5,,7,10,,77.7,74.6,,40.0,26.6,59.9,.444,9.24,26.5,.349,15.2,21.2,.721,11.2,37.3,13.8,6.18,2.18,12.5,16.1
246,Quinnipiac,32,20,12,.625,-2.42,-5.19,,11,9,,9,4,,9,6,,73.0,69.7,,40.5,25.8,59.6,.433,8.22,22.7,.363,13.1,19.7,.667,11.4,37.4,13.1,6.13,2.56,12.6,16.4
247,Radford,33,19,14,.576,-2.45,-4.49,,12,6,,10,3,,7,10,,69.7,64.9,,40.0,25.7,55.8,.461,6.67,18.5,.361,11.6,16.8,.690,10.2,33.4,11.8,7.12,2.94,11.9,17.0
248,Rhode Island,31,9,22,.290,-4.03,0.62,,5,13,,7,9,,1,10,,66.0,70.6,,40.5,22.5,56.9,.394,5.42,17.8,.304,15.7,21.1,.744,11.7,37.0,11.2,6.42,3.84,14.1,18.0
249,Rice,33,18,15,.545,-2.60,1.10,,8,12,,11,7,,6,7,,76.7,76.4,,40.6,27.1,58.0,.468,8.97,25.1,.357,13.5,18.2,.738,8.03,34.7,15.4,5.76,2.45,13.2,15.4
250,Richmond,33,15,18,.455,1.56,0.47,,7,11,,12,4,,1,11,,68.9,67.8,,40.6,23.8,54.3,.439,7.91,23.9,.330,13.3,17.9,.745,6.85,32.3,12.2,5.73,2.36,11.5,15.1
251,Rider,30,16,14,.533,-3.43,-4.85,,13,7,,8,5,,8,6,,70.2,67.6,,40.5,26.4,58.2,.454,5.00,15.0,.334,12.3,16.7,.735,11.3,36.2,11.4,5.37,2.23,11.5,18.3
252,Robert Morris,33,16,17,.485,-5.65,-5.39,,10,10,,11,4,,5,10,,69.3,66.8,,40.2,25.6,57.7,.443,7.12,21.3,.334,11.0,15.3,.721,10.2,34.7,13.8,6.67,4.09,13.1,16.2
253,Rutgers,34,19,15,.559,14.73,7.47,,10,10,,14,6,,4,7,,68.4,61.1,,40.3,25.5,59.2,.431,5.74,17.9,.321,11.7,16.7,.700,11.6,36.8,15.1,8.74,3.85,11.4,16.0
254,Sacramento State,32,14,18,.438,-4.25,-1.22,,7,11,,9,4,,5,10,,66.1,67.8,,40.8,24.3,54.7,.444,6.78,19.7,.345,10.7,15.3,.697,10.9,35.7,13.6,4.47,2.66,13.3,15.5
255,Sacred Heart,33,16,17,.485,-13.23,-11.35,,8,8,,9,6,,7,11,,70.7,71.2,,40.3,26.2,60.7,.432,6.94,22.2,.313,11.4,16.8,.678,10.6,35.8,13.5,7.85,3.27,13.3,15.2
256,Saint Francis (PA),31,13,18,.419,-13.95,-9.81,,9,7,,10,5,,3,13,,73.0,73.7,,40.2,26.2,56.8,.462,7.74,20.4,.379,12.8,18.2,.704,8.55,33.5,13.9,4.42,2.06,12.6,16.5
257,Saint Joseph's,33,16,17,.485,-0.26,-0.23,,8,10,,10,6,,4,7,,72.4,72.4,,40.3,24.8,58.2,.426,8.79,26.7,.329,14.0,19.9,.703,10.4,34.6,12.1,6.55,3.24,12.8,17.5
258,Saint Louis,33,21,12,.636,6.29,3.10,,12,6,,15,3,,4,7,,75.5,71.2,,40.0,27.9,59.7,.468,6.97,19.5,.357,12.8,17.5,.731,10.2,38.0,16.5,5.03,4.00,12.1,16.9
259,Saint Mary's (CA) NCAA,33,26,7,.788,18.08,7.11,,14,2,,16,2,,6,2,,71.4,60.1,,40.5,25.7,56.2,.458,7.76,20.9,.372,12.2,17.5,.693,10.8,35.7,12.5,6.82,3.48,10.7,16.6
260,Saint Peter's,32,14,18,.438,-9.95,-5.30,,7,13,,8,6,,4,11,,62.1,65.1,,40.3,22.4,57.2,.391,5.94,20.3,.293,11.4,16.5,.689,13.5,35.0,10.5,6.25,3.19,12.3,21.3
261,Sam Houston State,32,25,7,.781,7.88,0.74,,14,4,,12,1,,10,5,,73.2,58.9,,40.3,26.5,57.8,.459,8.28,21.5,.385,11.9,17.4,.681,11.6,37.1,13.8,8.44,2.19,13.2,18.1
262,Samford,32,21,11,.656,0.64,-4.21,,15,3,,13,3,,8,7,,78.7,71.6,,40.6,26.0,57.3,.454,9.06,25.7,.353,17.7,23.6,.747,9.97,35.5,11.7,8.13,2.59,12.7,18.7
263,San Diego,31,11,20,.355,-1.62,3.72,,4,12,,8,9,,3,8,,77.1,80.5,,40.3,27.4,60.7,.451,7.87,22.3,.353,14.5,18.9,.765,10.1,33.1,12.8,6.68,1.77,11.5,17.6
264,San Diego State NCAA,33,27,6,.818,15.92,8.39,,15,3,,15,1,,8,2,,72.1,63.6,,40.3,25.4,57.2,.444,7.18,20.3,.353,14.1,19.2,.732,10.7,35.8,13.4,7.06,3.73,11.8,16.1
265,San Francisco,34,20,14,.588,6.50,4.14,,7,9,,11,5,,5,6,,76.2,73.4,,40.3,26.0,58.1,.447,10.3,28.4,.361,14.0,18.7,.750,9.59,34.5,12.8,6.76,2.50,13.8,18.5
266,San Jose State,33,20,13,.606,5.93,5.71,,10,8,,12,3,,5,8,,67.5,66.6,,40.5,24.8,56.8,.437,7.61,23.4,.326,10.2,15.2,.673,11.9,37.9,12.4,4.03,4.18,12.0,15.6
267,Santa Clara,32,23,9,.719,9.17,5.49,,11,5,,14,4,,6,3,,77.6,73.6,,40.5,28.1,61.7,.455,8.38,22.7,.370,13.1,18.6,.704,10.7,38.4,14.0,6.00,3.81,12.4,15.8
268,Seattle,32,20,12,.625,1.13,0.90,,11,7,,12,2,,7,7,,72.0,69.0,,40.2,24.6,61.0,.402,8.59,27.2,.316,14.3,19.8,.718,11.2,37.1,11.9,6.13,3.09,11.9,18.2
269,Seton Hall,33,17,16,.515,10.94,8.44,,10,10,,10,6,,6,7,,68.4,65.1,,40.0,23.8,54.1,.439,5.76,17.7,.325,15.1,22.0,.686,10.6,35.1,12.2,8.24,4.33,13.8,17.8
270,Siena,32,17,15,.531,-3.40,-4.78,,11,9,,8,5,,7,8,,68.6,67.2,,40.5,23.9,55.3,.433,6.66,19.1,.349,14.1,19.1,.736,10.1,34.3,12.8,5.69,4.22,13.1,17.1
271,South Alabama,35,19,16,.543,3.69,-0.37,,9,9,,10,4,,4,10,,70.9,65.2,,40.1,27.3,58.2,.469,7.60,22.0,.345,8.77,12.8,.687,6.91,32.7,11.4,6.06,4.31,9.77,14.6
272,South Carolina,32,11,21,.344,-1.86,6.42,,4,14,,7,8,,4,8,,64.3,72.6,,40.6,23.3,57.7,.403,7.63,23.6,.323,10.2,15.5,.661,11.8,34.1,11.1,4.91,2.63,13.2,16.0
273,South Carolina State,31,5,26,.161,-16.57,-3.97,,2,12,,4,6,,1,19,,73.4,83.8,,40.3,27.0,63.9,.423,6.87,21.6,.317,12.4,18.5,.670,13.8,35.4,14.0,7.23,3.23,15.7,20.5
274,South Carolina Upstate,31,16,15,.516,-7.65,-4.06,,10,8,,11,2,,4,12,,68.9,69.6,,40.2,25.2,55.0,.459,6.58,19.3,.342,11.9,18.1,.656,8.26,31.5,11.9,7.39,4.42,13.4,20.2
275,South Dakota,31,12,19,.387,-9.42,-2.87,,7,11,,8,6,,2,11,,69.3,73.6,,40.0,24.4,56.5,.431,8.87,22.8,.390,11.7,15.4,.765,8.61,33.6,12.4,4.45,1.55,11.6,17.4
276,South Dakota State,32,19,13,.594,-1.35,-1.61,,13,5,,10,2,,6,9,,70.9,69.8,,40.3,25.4,56.4,.450,7.69,21.9,.351,12.5,15.8,.792,6.97,32.5,10.7,5.19,2.88,11.6,14.3
277,South Florida,32,14,18,.438,2.18,2.18,,7,11,,9,9,,4,7,,72.0,72.0,,40.2,26.4,59.2,.446,7.38,22.0,.336,11.8,18.2,.651,11.9,37.4,13.4,6.47,3.06,13.7,17.8
278,Southeast Missouri State NCAA,36,19,17,.528,-7.22,-6.63,,10,8,,9,4,,5,11,,77.5,75.9,,40.7,26.6,60.9,.437,7.94,24.3,.327,16.3,23.0,.709,9.64,35.1,13.8,6.97,3.19,13.1,21.3
279,Southeastern Louisiana,32,18,14,.563,-7.72,-6.45,,12,6,,10,4,,7,8,,77.6,76.0,,40.8,27.8,60.7,.458,7.75,21.0,.369,14.3,19.3,.742,10.3,34.6,14.2,7.28,1.81,12.2,17.4
280,Southern,32,15,17,.469,-8.18,-6.12,,11,7,,9,2,,5,12,,71.9,71.3,,40.3,25.1,58.5,.429,7.63,23.0,.331,14.0,19.6,.715,8.78,32.4,14.1,8.69,2.34,14.6,20.0
281,Southern California NCAA,32,22,10,.688,13.65,8.12,,14,6,,15,2,,5,5,,72.8,67.3,,40.2,26.0,56.9,.457,6.47,18.8,.345,14.3,19.3,.744,9.44,35.3,13.4,7.03,5.16,12.5,17.2
282,Southern Illinois,33,23,10,.697,1.52,-1.76,,14,6,,13,2,,8,6,,65.7,61.4,,40.2,23.3,52.0,.448,7.85,24.1,.326,11.2,15.5,.723,6.91,31.5,13.9,7.21,2.12,12.5,16.3
283,SIU Edwardsville,33,19,14,.576,-6.34,-7.41,,9,9,,9,5,,7,8,,74.6,71.3,,40.0,25.3,58.1,.435,7.15,21.8,.329,16.9,23.2,.729,11.3,37.0,12.3,6.91,4.27,12.8,17.5
284,Southern Indiana,32,16,16,.500,-8.30,-7.37,,9,9,,10,4,,5,11,,76.5,74.1,,40.5,26.5,60.8,.436,9.81,26.0,.377,13.6,20.1,.679,12.4,39.0,12.9,7.28,2.38,13.5,18.3
285,Southern Methodist,32,10,22,.313,0.28,5.59,,5,13,,7,9,,1,11,,70.3,75.6,,40.6,25.3,60.0,.422,6.28,20.2,.311,13.3,19.8,.674,10.5,34.9,13.6,7.06,3.38,12.9,17.4
286,Southern Mississippi,33,25,8,.758,3.44,-1.43,,14,4,,15,0,,8,7,,73.8,66.1,,40.0,26.7,58.7,.455,6.97,21.6,.322,13.5,18.8,.714,11.1,36.5,14.8,8.36,2.64,12.2,16.5
287,Southern Utah,34,22,12,.647,3.76,2.16,,12,6,,13,2,,5,8,,82.7,74.4,,40.6,28.6,61.2,.467,8.15,23.5,.347,17.4,23.8,.731,10.6,37.9,13.0,7.41,3.29,13.1,18.8
288,St. Bonaventure,32,14,18,.438,-1.12,-0.22,,8,10,,11,4,,2,11,,66.8,67.7,,40.3,24.0,56.1,.429,7.06,20.3,.348,11.6,16.5,.703,9.41,32.8,11.9,7.00,3.38,12.7,18.6
289,St. Francis (NY),30,14,16,.467,-17.05,-11.73,,7,9,,10,5,,4,11,,64.9,67.8,,40.2,22.9,56.7,.404,6.80,19.2,.354,12.2,17.5,.698,11.4,33.9,12.3,7.43,4.80,13.8,15.3
290,St. John's (NY),33,18,15,.545,8.51,6.36,,7,13,,12,6,,3,9,,77.3,75.2,,40.6,29.4,65.4,.449,5.85,17.7,.331,12.7,18.2,.699,13.1,40.1,15.2,8.24,3.73,14.0,16.2
291,St. Thomas,33,19,14,.576,-2.72,-4.27,,9,9,,12,2,,4,11,,74.2,70.2,,40.0,25.7,57.4,.447,9.00,25.6,.352,13.8,17.6,.785,8.24,31.9,12.9,5.94,2.33,9.91,17.4
292,Stanford,33,14,19,.424,9.94,7.97,,7,13,,9,6,,2,8,,70.3,68.4,,40.0,25.4,56.2,.452,8.09,22.3,.363,11.5,16.5,.694,10.4,34.5,14.8,5.70,3.21,12.5,16.9
293,Stephen F. Austin,32,19,13,.594,0.92,-0.50,,11,7,,12,4,,6,5,,75.8,69.9,,40.8,27.1,57.3,.473,6.34,16.6,.382,15.3,21.4,.716,10.7,34.4,15.1,8.88,2.59,15.4,21.4
294,Stetson,30,17,13,.567,-2.50,-2.50,,12,6,,9,3,,7,9,,76.6,73.3,,40.8,27.6,59.4,.465,10.1,25.9,.389,11.2,14.5,.773,9.97,34.3,13.9,5.10,3.20,10.5,15.4
295,Stonehill,31,14,17,.452,-13.30,-9.04,,10,6,,7,4,,6,12,,67.0,69.6,,40.5,23.2,52.7,.441,7.71,21.8,.353,12.8,16.9,.758,6.26,31.1,12.3,7.06,2.84,13.5,15.1
296,Stony Brook,33,11,22,.333,-12.38,-4.06,,6,12,,7,7,,3,13,,63.1,69.1,,40.2,22.0,53.2,.413,7.76,24.1,.322,11.4,15.3,.744,7.64,33.9,11.8,4.36,2.52,12.5,15.1
297,Syracuse,32,17,15,.531,5.38,4.16,,10,10,,11,7,,5,6,,74.1,72.9,,40.3,27.2,58.8,.463,6.19,17.1,.362,13.5,18.0,.749,10.1,34.8,14.3,7.53,5.03,11.7,13.3
298,Tarleton State,33,17,16,.515,-0.47,2.02,,8,9,,12,2,,2,12,,72.0,67.8,,40.2,24.9,55.0,.454,4.79,14.2,.338,17.3,24.8,.700,9.52,31.8,12.9,9.73,2.82,12.4,20.5
299,TCU NCAA,33,21,12,.636,16.21,8.93,,9,9,,13,4,,3,7,,75.2,67.9,,40.2,27.7,60.6,.457,5.45,17.8,.306,14.4,20.5,.701,11.5,35.8,16.2,8.24,4.73,12.2,16.2
300,Temple,32,16,16,.500,4.94,5.56,,10,8,,9,7,,6,6,,69.6,70.2,,40.8,23.6,55.4,.425,7.97,24.2,.330,14.5,19.2,.757,9.72,35.2,13.8,4.97,4.00,13.6,16.8
301,Tennessee NCAA,33,23,10,.697,21.90,8.14,,11,7,,14,2,,4,6,,71.8,58.0,,40.2,25.5,58.5,.437,7.79,23.6,.329,12.9,18.1,.714,13.0,38.7,16.9,8.27,3.64,12.1,16.8
302,Tennessee State,32,18,14,.563,-8.84,-8.77,,10,8,,13,4,,4,8,,78.1,75.0,,40.0,27.1,60.5,.449,8.78,25.1,.350,15.1,21.7,.695,10.5,36.4,13.3,5.84,3.28,12.6,20.4
303,Tennessee Tech,33,16,17,.485,-9.25,-6.22,,11,7,,11,5,,4,11,,73.7,73.4,,41.1,26.1,59.6,.437,9.15,25.1,.364,12.4,17.3,.719,9.39,35.1,14.4,6.27,2.42,12.6,16.0
304,Tennessee-Martin,33,19,14,.576,-8.52,-7.76,,10,8,,14,2,,4,11,,80.5,75.4,,40.5,28.6,62.4,.459,7.73,23.4,.331,15.5,21.5,.722,10.5,39.2,13.6,7.55,3.45,11.9,18.3
305,Texas NCAA,34,26,8,.765,21.28,10.84,,12,6,,17,1,,4,6,,77.9,67.4,,40.4,28.2,60.3,.468,7.15,21.1,.339,14.3,19.0,.752,9.76,34.4,16.1,8.06,3.68,11.7,17.6
306,Texas A&M NCAA,34,25,9,.735,14.79,7.76,,15,3,,15,1,,7,4,,73.2,66.2,,40.0,24.0,55.1,.435,6.09,18.6,.328,19.2,25.3,.759,12.3,36.8,12.6,6.82,2.35,12.4,18.3
307,Texas A&M-Commerce,32,13,19,.406,-10.81,-7.24,,9,9,,5,6,,7,12,,71.8,73.6,,40.8,26.1,57.5,.455,8.41,26.3,.319,11.2,15.9,.705,9.22,32.2,14.3,5.75,3.03,12.8,18.8
308,Texas A&M-Corpus Christi NCAA,34,24,10,.706,-2.42,-7.72,,14,4,,14,2,,7,7,,80.2,72.5,,40.3,27.8,61.1,.455,7.68,21.1,.365,17.0,21.5,.789,12.0,37.1,15.5,8.59,1.68,13.0,19.0
309,Texas Southern NCAA,34,14,20,.412,-9.49,-4.52,,7,11,,7,6,,3,13,,69.4,71.6,,40.9,25.5,59.8,.427,4.76,16.8,.284,13.6,20.6,.661,11.6,37.7,11.6,6.68,3.41,14.6,18.6
310,Texas State,35,16,19,.457,-2.22,-0.59,,6,12,,4,10,,7,7,,66.0,66.7,,40.0,24.2,54.8,.442,4.40,14.3,.307,13.1,18.0,.729,10.3,32.7,9.89,6.29,3.54,11.7,18.0
311,Texas Tech,32,16,16,.500,13.09,8.75,,5,13,,11,6,,3,7,,73.3,69.0,,40.3,26.0,56.6,.459,7.19,20.8,.345,14.2,19.7,.722,10.4,35.2,12.9,7.31,2.91,13.8,15.4
312,Texas-Rio Grande Valley,32,15,17,.469,-6.22,-0.29,,5,12,,12,6,,3,10,,78.7,78.2,,40.3,27.1,57.9,.469,6.94,20.5,.339,17.5,25.1,.698,10.8,37.8,15.8,4.72,3.25,16.1,20.0
313,The Citadel,32,10,22,.313,-11.99,-3.64,,5,13,,5,9,,4,11,,67.4,74.2,,40.0,24.1,55.8,.432,7.13,21.9,.325,12.1,16.1,.755,7.31,31.7,11.4,5.50,2.66,12.3,16.8
314,Toledo,36,28,8,.778,6.39,-1.93,,16,2,,13,1,,10,4,,85.6,77.1,,40.0,30.3,61.2,.495,8.53,21.6,.395,16.5,21.4,.768,10.1,34.1,14.9,6.89,2.94,9.86,16.1
315,Towson,33,21,12,.636,0.32,-4.72,,12,6,,10,2,,8,7,,71.8,66.7,,40.5,26.1,58.2,.447,7.36,20.1,.367,12.3,17.3,.708,12.3,37.3,14.0,6.21,3.42,12.2,16.3
316,Troy,33,20,13,.606,1.50,-1.14,,11,7,,11,3,,7,8,,73.2,66.8,,40.3,26.0,58.9,.441,7.73,24.2,.320,13.4,19.2,.701,11.0,34.9,13.5,8.73,2.61,12.8,16.9
317,Tulane,31,20,11,.645,5.81,3.04,,12,6,,12,3,,5,4,,79.9,77.2,,40.6,27.8,60.4,.460,7.77,23.0,.338,16.6,21.4,.777,6.81,33.5,15.6,8.45,4.19,11.3,16.5
318,Tulsa,30,5,25,.167,-8.08,4.05,,1,17,,4,10,,0,12,,65.3,77.4,,40.3,23.8,57.8,.413,7.67,24.5,.313,9.97,15.4,.646,9.03,31.9,11.6,5.47,1.50,13.2,15.5
319,UAB,36,26,10,.722,10.48,1.25,,14,6,,16,2,,6,5,,81.7,71.1,,41.1,28.8,63.3,.456,7.28,20.4,.357,16.8,22.8,.736,13.6,40.7,14.6,8.28,4.31,13.1,17.5
320,UC Davis,32,18,14,.563,0.10,-1.33,,11,8,,10,4,,5,9,,74.8,71.1,,40.5,25.3,56.9,.445,6.69,19.7,.340,17.5,24.7,.709,11.8,37.1,12.2,7.09,2.81,14.7,18.8
321,UC Irvine,34,23,11,.676,5.06,-0.66,,15,5,,11,4,,9,6,,75.3,66.7,,40.1,27.8,58.9,.472,7.15,18.6,.384,12.5,17.4,.720,9.44,36.8,14.9,6.94,2.41,12.4,18.9
322,UC Riverside,34,22,12,.647,1.13,0.07,,14,6,,9,4,,9,7,,72.4,69.2,,40.6,26.6,60.2,.443,8.35,23.1,.362,10.8,15.5,.698,11.5,36.8,13.2,5.15,1.79,12.3,18.5
323,UC San Diego,30,10,20,.333,-6.52,-0.34,,5,13,,4,10,,6,9,,68.6,73.0,,41.0,24.7,57.3,.430,7.60,23.2,.328,11.6,15.7,.739,8.30,33.5,12.0,5.80,2.23,12.1,16.1
324,UC Santa Barbara NCAA,34,27,7,.794,3.87,-2.19,,15,5,,12,3,,10,4,,72.2,65.6,,40.1,26.5,53.7,.493,5.59,15.9,.353,13.6,18.7,.728,8.09,32.1,14.2,6.44,2.53,11.3,16.1
325,UCLA NCAA,34,29,5,.853,22.48,8.86,,18,2,,17,0,,9,2,,73.9,60.3,,40.0,27.9,60.9,.458,6.15,17.7,.347,11.9,16.5,.722,11.6,35.7,14.2,8.44,3.85,10.3,15.7
326,UNC Asheville NCAA,34,27,7,.794,-1.48,-5.19,,16,2,,13,0,,10,6,,75.0,68.6,,40.6,25.8,54.1,.477,7.88,20.2,.390,15.5,22.3,.694,8.44,35.1,12.9,6.35,4.00,14.1,15.5
327,UNC Greensboro,32,20,12,.625,1.71,-2.85,,14,4,,11,3,,8,6,,72.1,64.5,,40.3,25.5,57.2,.446,7.94,22.4,.354,13.1,18.3,.716,10.3,36.9,14.5,7.13,2.59,11.8,16.7
328,UNC Wilmington,34,24,10,.706,-1.16,-3.04,,12,6,,11,3,,8,6,,68.9,64.3,,40.4,23.9,53.9,.444,6.15,18.4,.335,14.9,20.5,.729,9.53,33.2,10.7,6.76,2.79,12.0,18.4
329,UT Arlington,32,11,21,.344,-4.80,2.31,,6,12,,6,8,,4,9,,66.4,68.4,,40.2,24.1,58.2,.414,6.47,20.1,.322,11.7,17.8,.656,12.7,35.9,13.5,6.38,3.00,13.8,19.3
330,Utah,32,17,15,.531,11.65,6.84,,10,10,,12,5,,4,7,,68.7,63.8,,40.2,24.7,57.9,.427,7.25,21.8,.332,12.0,16.9,.708,11.2,39.2,14.4,5.03,3.94,12.0,15.2
331,Utah State NCAA,34,26,8,.765,15.18,7.21,,13,5,,14,2,,6,4,,78.6,69.7,,40.1,27.0,56.4,.480,9.44,24.0,.393,15.1,19.7,.764,8.56,35.6,16.9,5.00,3.38,12.1,17.0
332,Utah Tech,33,14,19,.424,0.12,1.28,,5,13,,9,5,,3,13,,75.6,73.3,,40.3,25.1,54.6,.459,8.64,22.7,.381,16.8,23.8,.704,9.73,34.1,13.2,6.64,2.24,15.1,19.6
333,Utah Valley,33,25,8,.758,7.23,0.87,,15,3,,13,1,,10,5,,77.0,68.2,,40.5,27.2,58.8,.463,6.55,19.9,.329,16.0,21.5,.741,10.2,39.8,16.1,6.61,6.82,13.8,17.9
334,UTEP,32,14,18,.438,-0.91,1.65,,7,13,,11,7,,3,10,,68.5,68.5,,41.1,24.9,55.5,.448,4.94,16.8,.294,13.8,21.8,.632,11.7,35.1,12.0,9.00,2.66,15.8,18.0
335,UTSA,32,10,22,.313,-7.92,0.98,,4,16,,8,10,,2,11,,69.3,76.6,,40.3,23.4,57.1,.410,7.34,22.0,.334,15.1,20.6,.734,10.7,35.4,10.4,4.28,2.53,13.7,17.6
336,Valparaiso,32,11,21,.344,-8.38,-2.42,,5,15,,8,7,,2,12,,68.9,73.6,,40.9,25.4,57.9,.440,6.19,20.9,.296,11.9,16.3,.728,7.84,34.0,13.6,5.84,2.59,12.7,16.6
337,Vanderbilt,35,21,14,.600,9.49,8.83,,11,7,,13,5,,5,6,,72.5,71.8,,40.3,25.1,58.7,.428,8.46,24.8,.341,13.7,19.2,.713,11.2,36.3,11.7,4.97,4.51,10.9,16.3
338,Vermont NCAA,33,23,10,.697,1.70,-3.74,,14,2,,13,1,,9,6,,73.0,66.6,,40.5,26.6,56.0,.475,8.61,24.0,.359,11.2,16.1,.697,6.52,31.4,13.6,5.97,2.94,9.33,14.8
339,Villanova,33,17,16,.515,10.51,8.60,,10,10,,10,4,,5,9,,69.9,67.6,,40.2,23.8,54.5,.438,8.76,26.0,.337,13.5,16.3,.825,7.15,31.7,11.2,5.67,1.73,10.0,15.8
340,Virginia NCAA,32,25,7,.781,13.67,6.10,,15,5,,15,1,,6,5,,67.8,60.3,,40.2,24.0,53.5,.449,6.81,19.3,.353,12.9,18.5,.701,8.25,32.0,15.8,6.91,4.22,8.56,14.3
341,Virginia Commonwealth NCAA,34,27,7,.794,10.15,1.62,,15,3,,15,3,,8,3,,71.4,62.9,,40.0,24.9,53.5,.465,6.09,17.5,.347,15.6,22.4,.697,9.26,33.3,13.2,8.94,4.56,13.4,16.3
342,VMI,32,7,25,.219,-16.15,-3.46,,2,16,,6,8,,1,14,,69.4,76.8,,40.3,25.0,60.1,.416,9.66,27.5,.351,9.72,12.7,.766,10.9,35.3,11.4,5.38,1.16,12.8,15.1
343,Virginia Tech,33,19,14,.576,9.57,5.11,,8,12,,13,4,,2,9,,74.2,69.8,,40.2,27.3,58.1,.470,8.33,23.0,.362,11.3,15.3,.735,8.52,33.4,15.5,5.27,3.21,9.94,15.5
344,Wagner,28,15,13,.536,-12.27,-11.31,,8,8,,8,4,,7,9,,63.1,61.7,,40.4,23.4,58.1,.403,6.46,20.8,.310,9.82,14.4,.682,12.9,35.9,12.1,6.75,1.75,12.0,19.3
345,Wake Forest,33,19,14,.576,8.23,5.42,,10,10,,13,3,,4,8,,76.6,73.8,,40.3,26.6,57.8,.460,9.55,26.2,.364,13.8,18.6,.746,8.33,34.2,13.5,6.03,2.73,12.1,16.0
346,Washington,32,16,16,.500,7.17,8.33,,8,12,,12,6,,2,9,,69.2,70.3,,40.6,24.6,57.0,.431,6.53,20.9,.313,13.5,18.0,.749,8.94,33.8,11.5,6.88,5.16,14.0,16.5
347,Washington State,34,17,17,.500,10.82,8.20,,11,9,,10,4,,5,8,,68.4,65.7,,40.1,23.9,56.4,.424,9.12,24.5,.373,11.4,15.9,.716,10.9,34.8,11.9,4.88,2.74,12.0,16.0
348,Weber State,33,18,15,.545,-2.58,-0.97,,12,6,,8,4,,8,8,,67.2,67.5,,40.8,23.6,52.3,.451,6.61,19.6,.337,13.4,17.5,.766,6.61,31.3,10.6,6.06,1.42,12.8,17.6
349,West Virginia NCAA,33,19,14,.576,16.53,11.25,,7,11,,13,4,,3,8,,76.3,71.0,,40.2,26.1,57.5,.453,7.27,20.9,.348,16.9,22.8,.741,11.1,33.8,13.2,6.70,3.09,13.0,18.4
350,Western Carolina,33,18,15,.545,-6.23,-4.20,,10,8,,9,5,,6,9,,74.5,70.9,,40.8,25.6,59.5,.431,8.67,25.1,.345,14.5,20.2,.718,10.0,37.1,12.7,5.42,2.61,10.8,17.3
351,Western Illinois,30,16,14,.533,-7.16,-4.31,,9,9,,11,4,,5,9,,73.0,72.4,,40.2,26.5,58.5,.453,6.97,21.7,.321,13.1,18.7,.700,9.47,34.5,13.7,5.80,3.57,10.7,14.5
